"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"INDIAN JOURNAL OF DAIRY SCIENCE","INDIAN J DAIRY SCI","0019-5146","2454-2172","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","426","0.3","N/A","0.12","70.96"%,
"Revista Fitotecnia Mexicana","REV FITOTEC MEX","0187-7380","N/A","AGRONOMY - SCIE","521","0.3","Q4","0.12","0"%,
"AGROCIENCIA","AGROCIENCIA-MEXICO","1405-3195","2521-9766","AGRICULTURE, MULTIDISCIPLINARY - SCIE","882","0.3","Q4","0.11","0"%,
"Scientific Papers-Series D-Animal Science","SCI PAP-SER D-ANIM S","2285-5750","2393-2260","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","230","0.3","N/A","0.11","0"%,
"Revista de Agricultura Neotropical","REV AGRIC NEOTROP","2358-6303","2358-6303","AGRONOMY - ESCI","157","0.3","N/A","0.1","86.61"%,
"Scientific Papers-Series A-Agronomy","SCI PAP-SER A-AGRON","2285-5785","2285-5807","AGRONOMY - ESCI","262","0.3","N/A","0.09","0"%,
"Nativa","NATIVA","2318-7670","2318-7670","AGRICULTURE, MULTIDISCIPLINARY - ESCI","236","0.3","N/A","0.07","97.6"%,
"Temas Agrarios","TEMAS AGRAR","0122-7610","2389-9182","AGRONOMY - ESCI","43","0.3","N/A","0.07","91.43"%,
"Agrociencia Uruguay","AGROCIENCIA-URUGUAY","1510-0839","2301-1548","AGRONOMY - ESCI","150","0.3","N/A","0.06","60.83"%,
"TROPICAL AGRICULTURE","TROP AGRIC","0041-3216","0041-3216","AGRONOMY - ESCI","324","0.3","N/A","0.06","0"%,
"AMA-Agricultural Mechanization in Asia Africa and Latin America","AMA-AGR MECH ASIA AF","0084-5841","N/A","AGRICULTURAL ENGINEERING - SCIE","238","0.3","Q4","0.04","0"%,
"INTERNATIONAL SUGAR JOURNAL","INT SUGAR J","0020-8841","0020-8841","AGRONOMY - SCIE","239","0.3","Q4","0.03","0"%,
"Ecosistemas y Recursos Agropecuarios","ECOSIS RECUR AGROPEC","2007-901X","2007-901X","AGRICULTURE, MULTIDISCIPLINARY - ESCI","220","0.2","N/A","0.1","77.1"%,
"Buffalo Bulletin","BUFFALO BULL","0125-6726","2539-5696","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","315","0.2","Q4","0.08","0"%,
"Revista Latinoamericana de la Papa","REV LATINOAM PAPA","1019-6609","1853-4961","AGRONOMY - ESCI","26","0.2","N/A","0.08","38.1"%,
"PHILIPPINE AGRICULTURAL SCIENTIST","PHILIPP AGRIC SCI","0031-7454","N/A","AGRICULTURE, MULTIDISCIPLINARY - SCIE","403","0.2","Q4","0.07","0"%,
"Philippine Journal of Crop Science","PHILIPP J CROP SCI","0115-463X","N/A","AGRONOMY - SCIE","147","0.2","Q4","0.07","0"%,
"Proceedings of the National Academy of Sciences of Belarus-Agrarian Series","P NATL A SCI BEL AGR","1817-7204","1817-7239","AGRICULTURE, MULTIDISCIPLINARY - ESCI","55","0.2","N/A","0.06","100"%,
"Revista Corpoica-Ciencia y Tecnologia Agropecuaria","REV CORPOICA-CIENC T","0122-8706","2500-5308","AGRICULTURE, MULTIDISCIPLINARY - ESCI","71","0.2","N/A","0.06","97.87"%,
"Revista de la Facultad de Agronomia de la Universidad del Zulia","REV FAC AGRON LUZ","0378-7818","2477-9407","AGRONOMY - SCIE","157","0.2","Q4","0.05","54.72"%,
"Fourrages","FOURRAGES","0429-2766","0429-2766","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE","235","0.2","Q4","0.02","0"%,
"BERICHTE UBER LANDWIRTSCHAFT","BER LANDWIRTSCH","2196-5099","N/A","AGRICULTURE, MULTIDISCIPLINARY - SCIE","100","0.2","Q4","0.01","0"%,
"BOLETIM DE INDUSTRIA ANIMAL","B IND ANIM","0067-9615","1981-4100","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","90","0.1","N/A","0.07","95.65"%,
"Agricultura Sociedad y Desarrollo","AGRIC SOC DESARRO","1870-5472","2594-0244","AGRICULTURAL ECONOMICS & POLICY - ESCI","166","0.1","N/A","0.05","60"%,
"Agritech","AGRITECH","0216-0455","2527-3825","AGRONOMY - ESCI","124","0.1","N/A","0.05","78.15"%,
"Revista Agrogeoambiental","REV AGROGEOAMBIENTAL","1984-428X","2316-1817","AGRONOMY - ESCI","61","0.1","N/A","0.05","71.82"%,
"Centro Agricola","CENT AGRIC","0253-5785","2072-2001","AGRONOMY - ESCI","43","0.1","N/A","0.03","0"%,
"Revista Colombiana de Investigaciones Agroindustriales","REV COLOMB INVESTIG","2422-0582","2422-4456","AGRICULTURE, MULTIDISCIPLINARY - ESCI","14","0.1","N/A","0.02","100"%,
"AUSTRALIAN FARM BUSINESS MANAGEMENT JOURNAL","AUST FARM BUS MANAGE","1449-5937","1449-7875","AGRICULTURAL ECONOMICS & POLICY - ESCI","2","<0.1","N/A","0.09","0"%,
"Journal of Candido Tostes Dairy Institute","J CANDIDO TOSTES DAI","0100-3674","2238-6416","AGRICULTURE, DAIRY & ANIMAL SCIENCE - ESCI","51","<0.1","N/A","0.02","98.15"%,
"Agrisost","AGRISOST","1025-0247","1025-0247","AGRICULTURE, MULTIDISCIPLINARY - ESCI","9","<0.1","N/A","0.01","0"%,
"Agroindustria Sociedad y Ambiente ASA","AGROIND SOC AMBIENT","2343-6115","2343-6115","AGRICULTURE, MULTIDISCIPLINARY - ESCI",0,"<0.1","N/A","0.01","0"%,
"Revista Espanola de Estudios Agrosociales y Pesqueros-REEAP","REV ESP ESTUD AGROSO","1575-1198","1575-1198","AGRICULTURE, MULTIDISCIPLINARY - ESCI","5","<0.1","N/A","0.01","15.15"%,
"Ciencias Agronomicas","CIENC AGRON","1853-4333","2250-8872","AGRONOMY - ESCI","7","<0.1","N/A","0","35.71"%,
"Genetika-Belgrade","GENETIKA-BELGRADE","0534-0012","1820-6069","AGRONOMY - SCIE","822","N/A","N/A","0.47","99.12"%,
"Journal of the ASABE","J ASABE","2769-3295","2769-3287","AGRICULTURAL ENGINEERING - SCIE","33","N/A","N/A","N/A","0"%,

Copyright (c) 2024 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
