"Journal Data Filtered By:  Selected Categories: MATHEMATICS, APPLIED;MATHEMATICS, INTERDISCIPLINARY APPLICATIONS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"APPLICABLE ANALYSIS","APPL ANAL","0003-6811","1563-504X","MATHEMATICS, APPLIED - SCIE","3,163","1.1","Q3","0.65","2.18"%,
"Journal of Applied Analysis and Computation","J APPL ANAL COMPUT","2156-907X","2158-5644","MATHEMATICS, APPLIED - SCIE","1,288","1.1","Q3","0.65","98.59"%,
"DISCRETE APPLIED MATHEMATICS","DISCRETE APPL MATH","0166-218X","1872-6771","MATHEMATICS, APPLIED - SCIE","7,903","1.1","Q3","0.64","13.3"%,
"JOURNAL OF DIFFERENCE EQUATIONS AND APPLICATIONS","J DIFFER EQU APPL","1023-6198","1563-5120","MATHEMATICS, APPLIED - SCIE","1,430","1.1","Q3","0.62","2.33"%,
"Journal of Modern Dynamics","J MOD DYNAM","1930-5311","1930-532X","MATHEMATICS, APPLIED - SCIE","360","1.1","Q3","0.6","97.78"%,
"Computational Methods for Differential Equations","COMPUT METHODS DIFFE","2345-3982","2383-2533","MATHEMATICS, APPLIED - ESCI","371","1.1","N/A","0.55","0"%,
"ADVANCES IN APPLIED MATHEMATICS","ADV APPL MATH","0196-8858","1090-2074","MATHEMATICS, APPLIED - SCIE","1,872","1.1","Q3","0.52","22.57"%,
"University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics","U POLITEH BUCH SER A","1223-7027","N/A","MATHEMATICS, APPLIED - SCIE","770","1.1","Q3","0.4","0"%,
"ALGORITHMICA","ALGORITHMICA","0178-4617","1432-0541","MATHEMATICS, APPLIED - SCIE","2,896","1.1","Q3","0.39","34.22"%,
"Discrete Optimization","DISCRETE OPTIM","1572-5286","1873-636X","MATHEMATICS, APPLIED - SCIE","825","1.1","Q3","0.39","21.33"%,
"LOGIC JOURNAL OF THE IGPL","LOG J IGPL","1367-0751","1368-9894","MATHEMATICS, APPLIED - SCIE","615","1","Q3","0.9","8.16"%,
"FINITE FIELDS AND THEIR APPLICATIONS","FINITE FIELDS TH APP","1071-5797","1090-2465","MATHEMATICS, APPLIED - SCIE","1,638","1","Q3","0.87","10.93"%,
"Kinetic and Related Models","KINET RELAT MOD","1937-5093","1937-5077","MATHEMATICS, APPLIED - SCIE","780","1","Q3","0.87","97.9"%,
"COMMUNICATIONS ON PURE AND APPLIED ANALYSIS","COMMUN PUR APPL ANAL","1534-0392","1553-5258","MATHEMATICS, APPLIED - SCIE","2,152","1","Q3","0.82","98.95"%,
"Journal of Spectral Theory","J SPECTR THEOR","1664-039X","1664-0403","MATHEMATICS, APPLIED - SCIE","382","1","Q3","0.73","63.85"%,
"Journal of Computational Dynamics","J COMPUT DYNAM","2158-2491","2158-2505","MATHEMATICS, APPLIED - ESCI","356","1","N/A","0.7","100"%,
"PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY","P AM MATH SOC","0002-9939","1088-6826","MATHEMATICS, APPLIED - SCIE","15,839","1","Q3","0.7","67.44"%,
"INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS","INTEGR TRANSF SPEC F","1065-2469","1476-8291","MATHEMATICS, APPLIED - SCIE","1,486","1","Q3","0.68","5.68"%,
"ANNALI DI MATEMATICA PURA ED APPLICATA","ANN MAT PUR APPL","0373-3114","1618-1891","MATHEMATICS, APPLIED - SCIE","2,658","1","Q3","0.66","27.4"%,
"Annals of Functional Analysis","ANN FUNCT ANAL","2639-7390","2008-8752","MATHEMATICS, APPLIED - SCIE","412","1","Q3","0.66","8.22"%,
"Differential Equations and Dynamical Systems","DIFFER EQUAT DYN SYS","0971-3514","0974-6870","MATHEMATICS, APPLIED - ESCI","761","1","N/A","0.66","4.18"%,
"INTERFACES AND FREE BOUNDARIES","INTERFACE FREE BOUND","1463-9963","1463-9971","MATHEMATICS, APPLIED - SCIE","482","1","Q3","0.66","66"%,
"AKCE International Journal of Graphs and Combinatorics","AKCE INT J GRAPHS CO","0972-8600","2543-3474","MATHEMATICS, APPLIED - SCIE","405","1","Q3","0.56","93.1"%,
"Communications in Mathematical Sciences","COMMUN MATH SCI","1539-6746","1539-6746","MATHEMATICS, APPLIED - SCIE","1,919","1","Q3","0.54","0"%,
"RANDOM STRUCTURES & ALGORITHMS","RANDOM STRUCT ALGOR","1042-9832","1098-2418","MATHEMATICS, APPLIED - SCIE","1,930","1","Q3","0.54","13.56"%,
"Mathematics in Engineering","MATH ENG-US","N/A","2640-3501","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","221","1","Q4","0.48","98.04"%,
"SIAM Journal on Financial Mathematics","SIAM J FINANC MATH","1945-497X","1945-497X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","664","1","Q4","0.47","1.38"%,
"MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY","MATH PHYS ANAL GEOM","1385-0172","1572-9656","MATHEMATICS, APPLIED - SCIE","442","1","Q3","0.46","33.91"%,
"Applied Mathematics-A Journal of Chinese Universities Series B","APPL MATH SER B","1005-1031","1993-0445","MATHEMATICS, APPLIED - SCIE","346","1","Q3","0.44","21.19"%,
"JOURNAL OF MATHEMATICAL SOCIOLOGY","J MATH SOCIOL","0022-250X","1545-5874","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,352","1","Q4","0.43","16.07"%,
"JOURNAL OF COMBINATORIAL OPTIMIZATION","J COMB OPTIM","1382-6905","1573-2886","MATHEMATICS, APPLIED - SCIE","1,895","1","Q3","0.4","7.81"%,
"Networks and Heterogeneous Media","NETW HETEROG MEDIA","1556-1801","1556-181X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","629","1","Q4","0.39","98.89"%,
"INFORMATION AND COMPUTATION","INFORM COMPUT","0890-5401","1090-2651","MATHEMATICS, APPLIED - SCIE","2,631","1","Q3","0.31","20.5"%,
"New Mathematics and Natural Computation","NEW MATH NAT COMPUT","1793-0057","1793-7027","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","394","1","N/A","0.26","1.9"%,
"Applicable Analysis and Discrete Mathematics","APPL ANAL DISCR MATH","1452-8630","1452-8630","MATHEMATICS, APPLIED - SCIE","518","0.9","Q3","0.78","99.12"%,
"ERGODIC THEORY AND DYNAMICAL SYSTEMS","ERGOD THEOR DYN SYST","0143-3857","1469-4417","MATHEMATICS, APPLIED - SCIE","2,982","0.9","Q3","0.72","17.99"%,
"JOURNAL OF COMPUTATIONAL MATHEMATICS","J COMPUT MATH","0254-9409","1991-7139","MATHEMATICS, APPLIED - SCIE","1,023","0.9","Q3","0.64","0"%,
"Computational and Mathematical Methods","COMPUT MATH METHODS","N/A","2577-7408","MATHEMATICS, APPLIED - ESCI","201","0.9","N/A","0.49","52.57"%,
"Journal of Noncommutative Geometry","J NONCOMMUT GEOM","1661-6952","1661-6960","MATHEMATICS, APPLIED - SCIE","423","0.9","Q3","0.47","68.07"%,
"JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS","JPN J IND APPL MATH","0916-7005","1868-937X","MATHEMATICS, APPLIED - SCIE","525","0.9","Q3","0.43","18.9"%,
"Stochastics-An International Journal of Probability and Stochastic Processes","STOCHASTICS","1744-2508","1744-2516","MATHEMATICS, APPLIED - SCIE","929","0.9","Q3","0.41","6.5"%,
"JOURNAL OF TIME SERIES ANALYSIS","J TIME SER ANAL","0143-9782","1467-9892","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","2,308","0.9","Q4","0.39","15.71"%,
"ANZIAM JOURNAL","ANZIAM J","1446-1811","1446-8735","MATHEMATICS, APPLIED - SCIE","530","0.9","Q3","0.38","5"%,
"Journal of Applied Analysis","J APPL ANAL","1425-6908","1869-6082","MATHEMATICS, APPLIED - ESCI","190","0.9","N/A","0.38","2"%,
"QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS","Q J MECH APPL MATH","0033-5614","1464-3855","MATHEMATICS, APPLIED - SCIE","1,494","0.9","Q3","0.37","11.86"%,
"Advances in Mathematics of Communications","ADV MATH COMMUN","1930-5346","1930-5338","MATHEMATICS, APPLIED - SCIE","668","0.9","Q3","0.36","98.97"%,
"JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS","J DYN CONTROL SYST","1079-2724","1573-8698","MATHEMATICS, APPLIED - SCIE","628","0.9","Q3","0.36","7.41"%,
"Games","GAMES-BASEL","N/A","2073-4336","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","534","0.9","N/A","0.32","98.71"%,
"ACM Transactions on Modeling and Computer Simulation","ACM T MODEL COMPUT S","1049-3301","1558-1195","MATHEMATICS, APPLIED - SCIE","781","0.9","Q3","0.31","1.39"%,
"Economic Computation and Economic Cybernetics Studies and Research","ECON COMPUT ECON CYB","0424-267X","1842-3264","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","597","0.9","Q4","0.31","96.55"%,
"INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS","INFIN DIMENS ANAL QU","0219-0257","1793-6306","MATHEMATICS, APPLIED - SCIE","1,126","0.9","Q3","0.3","0"%,
"Journal of Dynamics and Games","J DYN GAMES","2164-6066","2164-6074","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","121","0.9","N/A","0.3","100"%,
"Image Analysis & Stereology","IMAGE ANAL STEREOL","1580-3139","N/A","MATHEMATICS, APPLIED - SCIE","415","0.9","Q3","0.21","87.76"%,
"ANNALS OF PURE AND APPLIED LOGIC","ANN PURE APPL LOGIC","0168-0072","1873-2461","MATHEMATICS, APPLIED - SCIE","1,361","0.8","Q4","0.8","22.98"%,
"Discrete Mathematics Letters","DISCRETE MATH LETT","N/A","2664-2557","MATHEMATICS, APPLIED - ESCI","116","0.8","N/A","0.68","76.86"%,
"FORUM MATHEMATICUM","FORUM MATH","0933-7741","1435-5337","MATHEMATICS, APPLIED - SCIE","1,108","0.8","Q4","0.65","7.58"%,
"Revista Matematica Complutense","REV MAT COMPLUT","1139-1138","1988-2807","MATHEMATICS, APPLIED - SCIE","572","0.8","Q4","0.62","22.22"%,
"JOURNAL OF PURE AND APPLIED ALGEBRA","J PURE APPL ALGEBRA","0022-4049","1873-1376","MATHEMATICS, APPLIED - SCIE","4,523","0.8","Q4","0.6","15.25"%,
"Aequationes Mathematicae","AEQUATIONES MATH","0001-9054","1420-8903","MATHEMATICS, APPLIED - SCIE","1,260","0.8","Q4","0.59","34.07"%,
"Complex Analysis and Operator Theory","COMPLEX ANAL OPER TH","1661-8254","1661-8262","MATHEMATICS, APPLIED - SCIE","926","0.8","Q4","0.57","16.82"%,
"MATHEMATIKA","MATHEMATIKA","0025-5793","2041-7942","MATHEMATICS, APPLIED - SCIE","1,064","0.8","Q4","0.57","15.89"%,
"QUARTERLY OF APPLIED MATHEMATICS","Q APPL MATH","0033-569X","1552-4485","MATHEMATICS, APPLIED - SCIE","3,249","0.8","Q4","0.57","63.44"%,
"JOURNAL OF ALGEBRA AND ITS APPLICATIONS","J ALGEBRA APPL","0219-4988","1793-6829","MATHEMATICS, APPLIED - SCIE","1,840","0.8","Q4","0.56","0.69"%,
"Moscow Mathematical Journal","MOSC MATH J","1609-3321","1609-4514","MATHEMATICS, APPLIED - SCIE","637","0.8","Q4","0.55","0"%,
"Filomat","FILOMAT","0354-5180","0354-5180","MATHEMATICS, APPLIED - SCIE","3,759","0.8","Q4","0.54","99.24"%,
"ARS Mathematica Contemporanea","ARS MATH CONTEMP","1855-3966","1855-3974","MATHEMATICS, APPLIED - SCIE","386","0.8","Q4","0.52","32.5"%,
"Periodica Mathematica Hungarica","PERIOD MATH HUNG","0031-5303","1588-2829","MATHEMATICS, APPLIED - SCIE","718","0.8","Q4","0.52","17.48"%,
"Journal of Integral Equations and Applications","J INTEGRAL EQU APPL","0897-3962","1938-2626","MATHEMATICS, APPLIED - SCIE","440","0.8","Q4","0.5","0"%,
"FUNDAMENTA INFORMATICAE","FUND INFORM","0169-2968","1875-8681","MATHEMATICS, APPLIED - SCIE","1,975","0.8","Q4","0.47","0.8"%,
"ECONOMETRIC THEORY","ECONOMET THEOR","0266-4666","1469-4360","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","3,441","0.8","Q4","0.45","21.82"%,
"Portugaliae Mathematica","PORT MATH","0032-5155","1662-2758","MATHEMATICS, APPLIED - SCIE","424","0.8","Q4","0.44","46"%,
"SIAM JOURNAL ON DISCRETE MATHEMATICS","SIAM J DISCRETE MATH","0895-4801","1095-7146","MATHEMATICS, APPLIED - SCIE","2,543","0.8","Q4","0.41","1.34"%,
"Journal of Geometric Mechanics","J GEOM MECH","1941-4889","1941-4897","MATHEMATICS, APPLIED - SCIE","188","0.8","Q4","0.35","97.33"%,
"Acta Mathematicae Applicatae Sinica-English Series","ACTA MATH APPL SIN-E","0168-9673","1618-3932","MATHEMATICS, APPLIED - SCIE","828","0.8","Q4","0.31","0"%,
"Mathematics in Computer Science","MATH COMPUT SCI","1661-8270","1661-8289","MATHEMATICS, APPLIED - ESCI","369","0.8","N/A","0.29","17.21"%,
"Statistics and Its Interface","STAT INTERFACE","1938-7989","1938-7997","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","770","0.8","Q4","0.2","0"%,
"Electronic Journal of Differential Equations","ELECTRON J DIFFER EQ","1072-6691","N/A","MATHEMATICS, APPLIED - SCIE","2,565","0.7","Q4","0.52","0"%,
"Applications of Mathematics","APPL MATH-CZECH","0862-7940","1572-9109","MATHEMATICS, APPLIED - SCIE","553","0.7","Q4","0.49","0"%,
"Pure and Applied Mathematics Quarterly","PURE APPL MATH Q","1558-8599","1558-8602","MATHEMATICS, APPLIED - SCIE","474","0.7","Q4","0.49","0"%,
"JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS","J NONLINEAR MATH PHY","1402-9251","1776-0852","MATHEMATICS, APPLIED - SCIE","793","0.7","Q4","0.47","64.71"%,
"ACTA MATHEMATICA SINICA-ENGLISH SERIES","ACTA MATH SIN","1439-8516","1439-7617","MATHEMATICS, APPLIED - SCIE","1,924","0.7","Q4","0.46","0"%,
"Journal of Mathematical Analysis","J MATH ANAL","2217-3412","2217-3412","MATHEMATICS, APPLIED - ESCI","298","0.7","N/A","0.44","0"%,
"Minimax Theory and its Applications","MINIMAX THEORY APPL","2199-1413","2199-1421","MATHEMATICS, APPLIED - ESCI","80","0.7","N/A","0.4","0"%,
"ELECTRONIC JOURNAL OF COMBINATORICS","ELECTRON J COMB","1077-8926","1077-8926","MATHEMATICS, APPLIED - SCIE","2,821","0.7","Q4","0.39","88.35"%,
"JOURNAL OF SYMBOLIC COMPUTATION","J SYMB COMPUT","0747-7171","1095-855X","MATHEMATICS, APPLIED - SCIE","2,150","0.7","Q4","0.35","18"%,
"DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE","DISCRETE MATH THEOR","1462-7264","1365-8050","MATHEMATICS, APPLIED - SCIE","543","0.7","Q4","0.32","0"%,
"COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS","COMP MATH MATH PHYS+","0965-5425","1555-6662","MATHEMATICS, APPLIED - SCIE","2,892","0.7","Q4","0.31","0.21"%,
"Journal of Hyperbolic Differential Equations","J HYPERBOL DIFFER EQ","0219-8916","1793-6993","MATHEMATICS, APPLIED - SCIE","476","0.7","Q4","0.3","0"%,
"Applications and Applied Mathematics-An International Journal","APPL APPL MATH","1932-9466","1932-9466","MATHEMATICS, APPLIED - ESCI","486","0.7","N/A","0.28","0"%,
"COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING","COMPEL","0332-1649","0332-1649","MATHEMATICS, APPLIED - SCIE","1,067","0.7","Q4","0.24","4.26"%,
"Journal of Computational and Theoretical Transport","J COMPUT THEOR TRANS","2332-4309","2332-4325","MATHEMATICS, APPLIED - SCIE","430","0.7","Q4","0.24","11.29"%,
"APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING","APPL ALGEBR ENG COMM","0938-1279","1432-0622","MATHEMATICS, APPLIED - SCIE","571","0.7","Q4","0.23","10.53"%,
"Review of Symbolic Logic","REV SYMB LOGIC","1755-0203","1755-0211","MATHEMATICS, APPLIED - SCIE","579","0.6","Q4","0.88","18.29"%,
"Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica","AN STI U OVID CO-MAT","1224-1784","1844-0835","MATHEMATICS, APPLIED - SCIE","414","0.6","Q4","0.56","69.77"%,
"RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING","RUSS J NUMER ANAL M","0927-6467","1569-3988","MATHEMATICS, APPLIED - SCIE","286","0.6","Q4","0.49","0"%,
"TOPOLOGY AND ITS APPLICATIONS","TOPOL APPL","0166-8641","1879-3207","MATHEMATICS, APPLIED - SCIE","3,055","0.6","Q4","0.42","6.55"%,
"Computability-The Journal of the Association CiE","COMPUTABILITY","2211-3568","2211-3576","MATHEMATICS, APPLIED - ESCI","77","0.6","N/A","0.4","0"%,
"COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS","COMP GEOM-THEOR APPL","0925-7721","1879-081X","MATHEMATICS, APPLIED - SCIE","1,004","0.6","Q4","0.4","25.6"%,
"JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY","J KOREAN MATH SOC","0304-9914","2234-3008","MATHEMATICS, APPLIED - SCIE","909","0.6","Q4","0.4","0"%,
"Annals of Mathematical Sciences and Applications","ANN MATH SCI APPL","2380-288X","2380-2898","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","85","0.6","N/A","0.39","0"%,
"Analysis in Theory and Applications","ANAL THEOR APPL","1672-4070","1573-8175","MATHEMATICS, APPLIED - ESCI","162","0.6","N/A","0.37","100"%,
"CRYPTOLOGIA","CRYPTOLOGIA","0161-1194","1558-1586","MATHEMATICS, APPLIED - SCIE","319","0.6","Q4","0.36","10.2"%,
"ILLINOIS JOURNAL OF MATHEMATICS","ILLINOIS J MATH","0019-2082","1945-6581","MATHEMATICS, APPLIED - ESCI","1,683","0.6","N/A","0.34","0"%,
"Asian Journal of Mathematics","ASIAN J MATH","1093-6106","1945-0036","MATHEMATICS, APPLIED - SCIE","773","0.6","Q4","0.31","0"%,
"Journal of the Korean Society for Industrial and Applied Mathematics","J KOREAN SOC IND APP","1226-9433","1229-0645","MATHEMATICS, APPLIED - ESCI","92","0.6","N/A","0.28","0"%,
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","0165-4896","1879-3118","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,169","0.6","Q4","0.25","23.98"%,
"INTERNATIONAL JOURNAL OF GAME THEORY","INT J GAME THEORY","0020-7276","1432-1270","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","1,385","0.6","Q4","0.23","26.57"%,
"Vestnik Sankt-Peterburgskogo Universiteta Seriya 10 Prikladnaya Matematika Informatika Protsessy Upravleniya","VESTN ST PET U-P MAT","1811-9905","2542-2251","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","94","0.6","N/A","0.21","82"%,
"RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS","RAIRO-THEOR INF APPL","0988-3754","2804-7346","MATHEMATICS, APPLIED - SCIE","264","0.6","Q4","0.2","74.07"%,
"Advances in Data Science and Adaptive Analysis","ADV DATA SCI ADAPT","2424-922X","2424-9238","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","1,163","0.6","N/A","0.13","4.65"%,
"Rendiconti Lincei-Matematica e Applicazioni","REND LINCEI-MAT APPL","1120-6330","1720-0768","MATHEMATICS, APPLIED - SCIE","341","0.5","Q4","0.57","0"%,
"Homology Homotopy and Applications","HOMOL HOMOTOPY APPL","1532-0073","1532-0081","MATHEMATICS, APPLIED - SCIE","446","0.5","Q4","0.41","0"%,
"DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS","DIFFER GEOM APPL","0926-2245","1872-6984","MATHEMATICS, APPLIED - SCIE","977","0.5","Q4","0.4","10.57"%,
"Annals of Combinatorics","ANN COMB","0218-0006","0219-3094","MATHEMATICS, APPLIED - SCIE","577","0.5","Q4","0.38","19.08"%,
"Theory and Applications of Categories","THEOR APPL CATEG","1201-561X","N/A","MATHEMATICS, APPLIED - SCIE","543","0.5","Q4","0.38","0.69"%,
"ARCHIVE FOR HISTORY OF EXACT SCIENCES","ARCH HIST EXACT SCI","0003-9519","1432-0657","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","556","0.5","Q4","0.37","26.56"%,
"Revista de la Union Matematica Argentina","REV UNION MAT ARGENT","0041-6932","1669-9637","MATHEMATICS, APPLIED - SCIE","197","0.5","Q4","0.35","97.7"%,
"CUBO-A Mathematical Journal","CUBO","0716-7776","0719-0646","MATHEMATICS, APPLIED - ESCI","174","0.5","N/A","0.34","87.95"%,
"Proceedings of the Steklov Institute of Mathematics","P STEKLOV I MATH+","0081-5438","1531-8605","MATHEMATICS, APPLIED - SCIE","1,243","0.5","Q4","0.34","0.29"%,
"HISTORIA MATHEMATICA","HIST MATH","0315-0860","1090-249X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","402","0.5","Q4","0.3","22.45"%,
"Journal of Mathematical Physics Analysis Geometry","J MATH PHYS ANAL GEO","1812-9471","1817-5805","MATHEMATICS, APPLIED - SCIE","159","0.5","Q4","0.3","0"%,
"DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL","DYNAM SYST","1468-9367","1468-9375","MATHEMATICS, APPLIED - SCIE","519","0.5","Q4","0.25","3.33"%,
"Ukrainian Mathematical Journal","UKR MATH J+","0041-5995","1573-9376","MATHEMATICS, APPLIED - SCIE","1,106","0.5","Q4","0.24","0"%,
"Trudy Instituta Matematiki i Mekhaniki UrO RAN","T I MAT MEKH URO RAN","0134-4889","0134-4889","MATHEMATICS, APPLIED - ESCI","237","0.5","N/A","0.22","0"%,
"Memoirs on Differential Equations and Mathematical Physics","MEM DIFFER EQU MATH","1512-0015","1512-0015","MATHEMATICS, APPLIED - ESCI","95","0.5","N/A","0.21","0"%,
"Discrete Mathematics and Applications","DISCRET MATH APPL","0924-9265","1569-3929","MATHEMATICS, APPLIED - ESCI","239","0.5","N/A","0.2","0"%,
"IEICE Nonlinear Theory and Its Applications","IEICE NONLINEAR THEO","2185-4106","2185-4106","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","238","0.5","N/A","0.18","98.76"%,
"P-Adic Numbers Ultrametric Analysis and Applications","P-ADIC NUMBERS ULTRA","2070-0466","2070-0474","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","205","0.5","N/A","0.18","0"%,
"Journal of Applied Nonlinear Dynamics","J APPL NONLINEAR DYN","2164-6457","2164-6473","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","167","0.5","N/A","0.17","0"%,
"Eurasian Journal of Mathematical and Computer Applications","EURASIAN J MATH COMP","2306-6172","2308-9822","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","63","0.5","N/A","0.15","0"%,
"CYBERNETICS AND SYSTEMS ANALYSIS","CYBERN SYST ANAL+","1060-0396","1573-8337","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","797","0.5","N/A","0.12","0"%,
"Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria","REV INT METOD NUMER","0213-1315","N/A","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","162","0.5","Q4","0.12","98.56"%,
"Mathematical Communications","MATH COMMUN","1331-0623","1331-0623","MATHEMATICS, APPLIED - SCIE","356","0.4","Q4","0.48","0"%,
"Annales Mathematicae Silesianae","ANN MATH SILESIANAE","0860-2107","2391-4238","MATHEMATICS, APPLIED - ESCI","93","0.4","N/A","0.34","100"%,
"Glasnik Matematicki","GLAS MAT","0017-095X","1846-7989","MATHEMATICS, APPLIED - SCIE","332","0.4","Q4","0.31","0"%,
"FUNCTIONAL ANALYSIS AND ITS APPLICATIONS","FUNCT ANAL APPL+","0016-2663","1573-8485","MATHEMATICS, APPLIED - SCIE","2,232","0.4","Q4","0.25","0"%,
"TWMS Journal of Applied and Engineering Mathematics","TWMS J APPL ENG MATH","2146-1147","2146-1147","MATHEMATICS, APPLIED - ESCI","278","0.4","N/A","0.21","0"%,
"ADVANCES IN COMPLEX SYSTEMS","ADV COMPLEX SYST","0219-5259","1793-6802","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","659","0.4","Q4","0.2","8.82"%,
"JSIAM Letters","JSIAM LETT","1883-0609","1883-0617","MATHEMATICS, APPLIED - ESCI","84","0.4","N/A","0.14","2.53"%,
"Differential Equations & Applications","DIFFER EQUAT APPL","1847-120X","1848-9605","MATHEMATICS, APPLIED - ESCI","240","0.3","N/A","0.34","96.77"%,
"Funkcialaj Ekvacioj-Serio Internacia","FUNKC EKVACIOJ-SER I","0532-8721","N/A","MATHEMATICS, APPLIED - SCIE","624","0.3","Q4","0.28","0"%,
"ALGEBRA COLLOQUIUM","ALGEBR COLLOQ","1005-3867","0219-1733","MATHEMATICS, APPLIED - SCIE","538","0.3","Q4","0.24","0"%,
"Publications de l Institut Mathematique-Beograd","PUBL I MATH-BEOGRAD","0350-1302","0350-1302","MATHEMATICS, APPLIED - ESCI","412","0.3","N/A","0.24","96.2"%,
"Journal of Combinatorics","J COMB","2156-3527","2150-959X","MATHEMATICS, APPLIED - ESCI","151","0.3","N/A","0.23","0"%,
"Contemporary Mathematics","CONTEMP MATH-SINGAP","2705-1064","2705-1056","MATHEMATICS, APPLIED - ESCI","222","0.3","N/A","0.2","0"%,
"International Journal of Combinatorial Optimization Problems and Informatics","INT J COMB OPTIM PRO","2007-1558","2007-1558","MATHEMATICS, APPLIED - ESCI","81","0.3","N/A","0.2","0"%,
"International Journal of Dynamical Systems and Differential Equations","INT J DYN SYST DIFFE","1752-3583","1752-3591","MATHEMATICS, APPLIED - ESCI","98","0.3","N/A","0.2","0"%,
"Numerical Analysis and Applications","NUMER ANAL APPL","1995-4239","1995-4247","MATHEMATICS, APPLIED - ESCI","172","0.3","N/A","0.2","0"%,
"RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA","REND SEMIN MAT U PAD","0041-8994","2240-2926","MATHEMATICS, APPLIED - SCIE","467","0.3","Q4","0.19","0"%,
"Journal of Applied Mathematics & Informatics","J APPL MATH INFORM","2734-1194","2234-8417","MATHEMATICS, APPLIED - ESCI","241","0.3","N/A","0.17","0"%,
"Journal of Applied Mathematics Statistics and Informatics","J APPL MATH STAT INF","1336-9180","1339-0015","MATHEMATICS, APPLIED - ESCI","79","0.3","N/A","0.14","100"%,
"Journal of Partial Differential Equations","J PARTIAL DIFFER EQ","2079-732X","1000-940X","MATHEMATICS, APPLIED - ESCI","164","0.3","N/A","0.14","0"%,
"Methods and Applications of Analysis","METHODS APPL ANAL","1073-2772","1945-0001","MATHEMATICS, APPLIED - ESCI","384","0.3","N/A","0.14","0"%,
"International Game Theory Review","INT GAME THEORY REV","0219-1989","1793-6675","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","262","0.3","N/A","0.12","1.1"%,
