"Journal Data Filtered By:  Selected Categories: MANAGEMENT;MARINE & FRESHWATER BIOLOGY;MATERIALS SCIENCE, BIOMATERIALS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL","INT J LEARN INTELL C","1479-4853","1479-4861","MANAGEMENT - ESCI","233","2.2","N/A","0.37","0"%,
"CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION","CAN J ADM SCI","0825-0383","1936-4490","MANAGEMENT - SSCI","1,320","2.2","Q4","0.36","2.34"%,
"SCHMALENBACH BUSINESS REVIEW","SCHMALENBACH BUS REV","1439-2917","2194-072X","MANAGEMENT - ESCI","369","2.2","N/A","0.29","94.74"%,
"JOURNAL OF PLANKTON RESEARCH","J PLANKTON RES","0142-7873","1464-3774","MARINE & FRESHWATER BIOLOGY - SCIE","6,889","2.1","Q2","0.76","18.98"%,
"Regional Studies in Marine Science","REG STUD MAR SCI","2352-4855","2352-4855","MARINE & FRESHWATER BIOLOGY - SCIE","3,598","2.1","Q2","0.61","9"%,
"Business Management and Economics Engineering","BUS MANAG ECON ENG","2669-2481","2669-249X","MANAGEMENT - ESCI","93","2.1","N/A","0.51","100"%,
"JOURNAL OF COASTAL CONSERVATION","J COAST CONSERV","1400-0350","1874-7841","MARINE & FRESHWATER BIOLOGY - SCIE","1,894","2.1","Q2","0.49","15.66"%,
"Science Technology and Society","SCI TECHNOL SOC","0971-7218","0973-0796","MANAGEMENT - SSCI","484","2.1","Q4","0.49","18.75"%,
"Journal of Co-operative Organization and Management","J CO-OP ORGAN MANAG","2213-297X","2213-2988","MANAGEMENT - ESCI","263","2.1","N/A","0.47","15.79"%,
"JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT","J ORGAN BEHAV MANAGE","0160-8061","1540-8604","MANAGEMENT - SSCI","671","2.1","Q4","0.47","2.86"%,
"International Journal of Innovation Management","INT J INNOV MANAG","1363-9196","1757-5877","MANAGEMENT - ESCI","2,828","2.1","N/A","0.46","4.08"%,
"Biointerphases","BIOINTERPHASES","1934-8630","1559-4106","MATERIALS SCIENCE, BIOMATERIALS - SCIE","2,002","2.1","Q4","0.4","21.02"%,
"JOURNAL OF GENERAL MANAGEMENT","J GEN MANAG","0306-3070","1759-6106","MANAGEMENT - ESCI","585","2.1","N/A","0.4","7.62"%,
"Business Management and Education","BUS MANAGE ED","2029-7491","2029-6169","MANAGEMENT - ESCI","178","2.1","N/A","0.39","100"%,
"Organization Technology and Management in Construction","ORGAN TECHNOL MANAG","1847-5450","1847-6228","MANAGEMENT - ESCI","203","2.1","N/A","0.29","100"%,
"JOURNAL OF SEA RESEARCH","J SEA RES","1385-1101","1873-1414","MARINE & FRESHWATER BIOLOGY - SCIE","3,780","2","Q2","0.71","47.37"%,
"JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","J EXP MAR BIOL ECOL","0022-0981","1879-1697","MARINE & FRESHWATER BIOLOGY - SCIE","14,885","2","Q2","0.68","23.94"%,
"JOURNAL OF FISH BIOLOGY","J FISH BIOL","0022-1112","1095-8649","MARINE & FRESHWATER BIOLOGY - SCIE","15,339","2","Q2","0.64","11.25"%,
"Scandinavian Journal of Management","SCAND J MANAG","0956-5221","1873-3387","MANAGEMENT - SSCI","1,817","2","Q4","0.6","31.65"%,
"Computational Economics","COMPUT ECON","0927-7099","1572-9974","MANAGEMENT - SSCI","1,850","2","Q4","0.55","14.77"%,
"Learning Organization","LEARN ORGAN","0969-6474","1758-7905","MANAGEMENT - ESCI","1,318","2","N/A","0.5","13.95"%,
"ORGANIZATIONAL DYNAMICS","ORGAN DYN","0090-2616","1873-3530","MANAGEMENT - SSCI","3,233","2","Q4","0.47","9.52"%,
"RAUSP Management Journal","RAUSP MANAG J","2531-0488","2531-0488","MANAGEMENT - ESCI","355","2","N/A","0.45","89.16"%,
"Journal of Multi-Criteria Decision Analysis","J MULTI-CRITERIA DEC","1057-9214","1099-1360","MANAGEMENT - ESCI","778","2","N/A","0.44","6.17"%,
"Action Research","ACTION RES-LONDON","1476-7503","1741-2617","MANAGEMENT - SSCI","859","1.9","Q4","0.77","11.65"%,
"INTERNATIONAL REVIEW OF HYDROBIOLOGY","INT REV HYDROBIOL","1434-2944","1522-2632","MARINE & FRESHWATER BIOLOGY - SCIE","1,153","1.9","Q2","0.57","24.53"%,
"Organizacija","ORGANIZACIJA","1318-5454","1581-1832","MANAGEMENT - ESCI","308","1.9","N/A","0.56","100"%,
"Journal of Oral Science","J ORAL SCI","1343-4934","1880-4926","MATERIALS SCIENCE, BIOMATERIALS - SCIE","2,169","1.9","Q4","0.53","98.81"%,
"JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY","J ECON MANAGE STRAT","1058-6407","1530-9134","MANAGEMENT - SSCI","2,541","1.9","Q4","0.51","19.05"%,
"Journal of Facilities Management","J FACIL MANAG","1472-5967","1741-0983","MANAGEMENT - ESCI","892","1.9","N/A","0.45","5.11"%,
"Decision Analysis","DECIS ANAL","1545-8490","1545-8504","MANAGEMENT - SSCI","593","1.9","Q4","0.41","0"%,
"Qualitative Research in Accounting and Management","QUAL RES ACCOUNT MAN","1176-6093","1758-7654","MANAGEMENT - SSCI","650","1.9","Q4","0.41","16.28"%,
"Disaster Prevention and Management","DISASTER PREV MANAG","0965-3562","1758-6100","MANAGEMENT - SSCI","1,891","1.9","Q4","0.4","10.27"%,
"International Journal of Human Capital and Information Technology Professionals","INT J HUM CAP INF TE","1947-3478","1947-3486","MANAGEMENT - ESCI","204","1.9","N/A","0.3","36.92"%,
"MARINE AND FRESHWATER RESEARCH","MAR FRESHWATER RES","1323-1650","1448-6059","MARINE & FRESHWATER BIOLOGY - SCIE","6,009","1.8","Q2","0.69","23.78"%,
"ECOLOGY OF FRESHWATER FISH","ECOL FRESHW FISH","0906-6691","1600-0633","MARINE & FRESHWATER BIOLOGY - SCIE","2,079","1.8","Q2","0.63","11.98"%,
"AQUATIC ECOLOGY","AQUAT ECOL","1386-2588","1573-5125","MARINE & FRESHWATER BIOLOGY - SCIE","2,253","1.8","Q2","0.62","12.96"%,
"Freshwater Science","FRESHW SCI","2161-9549","2161-9565","MARINE & FRESHWATER BIOLOGY - SCIE","2,321","1.8","Q2","0.61","16.87"%,
"AQUATIC BOTANY","AQUAT BOT","0304-3770","1879-1522","MARINE & FRESHWATER BIOLOGY - SCIE","5,835","1.8","Q2","0.6","12.94"%,
"Knowledge and Management of Aquatic Ecosystems","KNOWL MANAG AQUAT EC","1961-9502","1961-9502","MARINE & FRESHWATER BIOLOGY - SCIE","877","1.8","Q2","0.6","97.32"%,
"DIATOM RESEARCH","DIATOM RES","0269-249X","2159-8347","MARINE & FRESHWATER BIOLOGY - SCIE","1,000","1.8","Q2","0.56","5.13"%,
"Proceedings of the Institution of Civil Engineers-Management Procurement and Law","PROC INST CIV ENG-MA","1751-4304","1751-4312","MANAGEMENT - ESCI","251","1.8","N/A","0.42","1.56"%,
"Technology Innovation Management Review","TECHNOL INNOV MANAG","1927-0321","1927-0321","MANAGEMENT - ESCI","1,351","1.8","N/A","0.42","97.27"%,
"European Journal of International Management","EUR J INT MANAG","1751-6757","1751-6765","MANAGEMENT - SSCI","920","1.8","Q4","0.41","1.96"%,
"LogForum","LOGFORUM","1895-2038","1734-459X","MANAGEMENT - ESCI","390","1.8","N/A","0.4","86.4"%,
"International Journal of Training and Development","INT J TRAIN DEV","1360-3736","1468-2419","MANAGEMENT - ESCI","930","1.8","N/A","0.38","31.18"%,
"Journal of Global Mobility-The Home of Expatriate Management Research","J GLOB MOBIL","2049-8799","2049-8802","MANAGEMENT - ESCI","407","1.8","N/A","0.38","12.33"%,
"Journal of Organization Design","J ORGAN DES","N/A","2245-408X","MANAGEMENT - ESCI","407","1.8","N/A","0.37","66"%,
"International Journal of Innovation and Technology Management","INT J INNOV TECHNOL","0219-8770","1793-6950","MANAGEMENT - ESCI","1,120","1.8","N/A","0.35","4.05"%,
"IMA Journal of Management Mathematics","IMA J MANAG MATH","1471-678X","1471-6798","MANAGEMENT - SSCI","626","1.7","Q4","0.58","7.77"%,
"Marine and Coastal Fisheries","MAR COAST FISH","1942-5120","1942-5120","MARINE & FRESHWATER BIOLOGY - SCIE","958","1.7","Q2","0.56","86.67"%,
"IIMB Management Review","IIMB MANAG REV","0970-3896","2212-4446","MANAGEMENT - ESCI","750","1.7","N/A","0.47","93.1"%,
"Team Performance Management","TEAM PERFORM MANAG","1352-7592","1758-6860","MANAGEMENT - ESCI","746","1.7","N/A","0.45","4.65"%,
"CLEAN-Soil Air Water","CLEAN-SOIL AIR WATER","1863-0650","1863-0669","MARINE & FRESHWATER BIOLOGY - SCIE","3,575","1.7","Q2","0.37","3.14"%,
"Journal of Project Management","J PROJ MANAGE","2371-8366","2371-8374","MANAGEMENT - ESCI","204","1.7","N/A","0.35","86.67"%,
"JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS","J BIOACT COMPAT POL","0883-9115","1530-8030","MATERIALS SCIENCE, BIOMATERIALS - SCIE","1,212","1.7","Q4","0.34","0"%,
"South Asian Journal of Human Resource Management","S ASIAN J HUM RE MAN","2322-0937","2349-5790","MANAGEMENT - ESCI","182","1.7","N/A","0.3","7.14"%,
"Aquatic Invasions","AQUAT INVASIONS","1798-6540","1818-5487","MARINE & FRESHWATER BIOLOGY - SCIE","1,433","1.6","Q3","0.68","100"%,
"PHYCOLOGIA","PHYCOLOGIA","0031-8884","2330-2968","MARINE & FRESHWATER BIOLOGY - SCIE","3,177","1.6","Q3","0.58","3.78"%,
"Marine Biodiversity","MAR BIODIVERS","1867-1616","1867-1624","MARINE & FRESHWATER BIOLOGY - SCIE","1,881","1.6","Q3","0.53","19.53"%,
"BIOLOGICAL BULLETIN","BIOL BULL-US","0006-3185","1939-8697","MARINE & FRESHWATER BIOLOGY - SCIE","4,691","1.6","Q3","0.48","3.36"%,
"NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH","NEW ZEAL J MAR FRESH","0028-8330","1175-8805","MARINE & FRESHWATER BIOLOGY - SCIE","2,091","1.6","Q3","0.48","6.8"%,
"Journal of Global Responsibility","J GLOB RESPONSIB","2041-2568","2041-2576","MANAGEMENT - ESCI","555","1.6","N/A","0.47","4.88"%,
"IIM Kozhikode Society & Management Review","IIM KOZHIKODE SOC MA","2277-9752","2321-029X","MANAGEMENT - ESCI","223","1.6","N/A","0.43","10.39"%,
"Culture and Organization","CULT ORGAN","1475-9551","1477-2760","MANAGEMENT - SSCI","538","1.6","Q4","0.39","35.42"%,
"International Journal of Knowledge Management","INT J KNOWL MANAG","1548-0666","1548-0658","MANAGEMENT - ESCI","365","1.6","N/A","0.39","37.66"%,
"Construction Economics and Building","CONSTR ECON BUILD","1835-6354","1837-9133","MANAGEMENT - ESCI","624","1.6","N/A","0.37","96.3"%,
"Evidence-based HRM-A Global Forum for Empirical Scholarship","EVID-BASED HRM","2049-3983","2049-3991","MANAGEMENT - ESCI","342","1.6","N/A","0.36","2.97"%,
"CELLULAR POLYMERS","CELL POLYM","0262-4893","1478-2421","MATERIALS SCIENCE, BIOMATERIALS - SCIE","379","1.6","Q4","0.31","9.09"%,
"International Journal of Information Systems and Supply Chain Management","INT J INF SYST SUPPL","1935-5726","1935-5734","MANAGEMENT - ESCI","283","1.6","N/A","0.3","41.98"%,
"Journal of Management History","J MANAG HIST","1751-1348","1758-7751","MANAGEMENT - ESCI","455","1.6","N/A","0.28","2.02"%,
"BULLETIN OF MARINE SCIENCE","B MAR SCI","0007-4977","1553-6955","MARINE & FRESHWATER BIOLOGY - SCIE","4,787","1.5","Q3","0.56","32.71"%,
"PHYCOLOGICAL RESEARCH","PHYCOL RES","1322-0829","1440-1835","MARINE & FRESHWATER BIOLOGY - SCIE","1,025","1.5","Q3","0.5","10.99"%,
"LAKE AND RESERVOIR MANAGEMENT","LAKE RESERV MANAGE","1040-2381","2151-5530","MARINE & FRESHWATER BIOLOGY - SCIE","1,131","1.5","Q3","0.46","18.18"%,
"Quality Innovation Prosperity-Kvalita Inovacia Prosperita","QUAL INNOV PROSPER","1335-1745","1335-1745","MANAGEMENT - ESCI","270","1.5","N/A","0.46","92.31"%,
"E & M Ekonomie a Management","E M EKON MANAG","1212-3609","2336-5064","MANAGEMENT - SSCI","600","1.5","Q4","0.45","97.37"%,
"Polish Journal of Management Studies","POL J MANAG STUD","2081-7452","2081-7452","MANAGEMENT - ESCI","1,090","1.5","N/A","0.38","98.9"%,
"International Journal of Shipping and Transport Logistics","INT J SHIP TRANS LOG","1756-6517","1756-6525","MANAGEMENT - SSCI","448","1.5","Q4","0.35","2.13"%,
"Decision","DECISION-INDIA","0304-0941","2197-1722","MANAGEMENT - ESCI","291","1.5","N/A","0.34","9.09"%,
"Qualitative Research in Organizations and Management","QUAL RES ORGAN MANAG","1746-5648","1746-5656","MANAGEMENT - ESCI","609","1.5","N/A","0.34","16"%,
"Journal of Transport and Supply Chain Management","J TRANSP SUPPLY CHAI","2310-8789","1995-5235","MANAGEMENT - ESCI","239","1.5","N/A","0.3","93.94"%,
"Journal of Leadership Studies","J LEADERSH STUD","1935-2611","1935-262X","MANAGEMENT - ESCI","569","1.5","N/A","0.28","6.93"%,
"International Journal of Entrepreneurial Venturing","INT J ENTREP VENTUR","1742-5360","1742-5379","MANAGEMENT - ESCI","411","1.5","N/A","0.27","0"%,
"Journal of Innovation Economics & Management","J INNOV ECON MANAG","N/A","2032-5355","MANAGEMENT - ESCI","379","1.5","N/A","0.25","1.32"%,
"SCIENTIA MARINA","SCI MAR","0214-8358","1886-8134","MARINE & FRESHWATER BIOLOGY - SCIE","2,735","1.4","Q3","0.57","83.72"%,
"Journal of Trust Research","J TRUST RES","2151-5581","2151-559X","MANAGEMENT - ESCI","315","1.4","N/A","0.55","39.13"%,
"Aquatic Biology","AQUAT BIOL","1864-7790","1864-7782","MARINE & FRESHWATER BIOLOGY - SCIE","1,331","1.4","Q3","0.52","100"%,
"LIMNETICA","LIMNETICA","0213-8409","1989-1806","MARINE & FRESHWATER BIOLOGY - SCIE","775","1.4","Q3","0.52","64.65"%,
"ENVIRONMENTAL BIOLOGY OF FISHES","ENVIRON BIOL FISH","0378-1909","1573-5133","MARINE & FRESHWATER BIOLOGY - SCIE","6,117","1.4","Q3","0.49","12.76"%,
"INDUSTRIAL AND COMMERCIAL TRAINING","IND COMMER TRAIN","0019-7858","1758-5767","MANAGEMENT - ESCI","844","1.4","N/A","0.46","0"%,
"AFRICAN JOURNAL OF AQUATIC SCIENCE","AFR J AQUAT SCI","1608-5914","1727-9364","MARINE & FRESHWATER BIOLOGY - SCIE","860","1.4","Q3","0.39","2.16"%,
"AQUATIC MICROBIAL ECOLOGY","AQUAT MICROB ECOL","0948-3055","1616-1564","MARINE & FRESHWATER BIOLOGY - SCIE","3,933","1.4","Q3","0.34","13.89"%,
"INTERNATIONAL STUDIES OF MANAGEMENT & ORGANIZATION","INT STUD MANAG ORG","0020-8825","1558-0911","MANAGEMENT - ESCI","774","1.4","N/A","0.3","7.84"%,
"Iranian Journal of Management Studies","IRAN J MANAG STUD","2008-7055","2345-3745","MANAGEMENT - ESCI","287","1.4","N/A","0.28","0"%,
"INFORMS Journal on Applied Analytics","INFORMS J APPL ANAL","2644-0865","2644-0873","MANAGEMENT - SSCI","157","1.4","Q4","0.24","1.02"%,
"Turkish Journal of Fisheries and Aquatic Sciences","TURK J FISH AQUAT SC","1303-2712","2149-181X","MARINE & FRESHWATER BIOLOGY - SCIE","1,805","1.3","Q3","0.5","95.77"%,
"International Aquatic Research","INT AQUAT RES","2008-4935","2008-6970","MARINE & FRESHWATER BIOLOGY - ESCI","611","1.3","N/A","0.43","0"%,
"CRYPTOGAMIE ALGOLOGIE","CRYPTOGAMIE ALGOL","0181-1568","1776-0984","MARINE & FRESHWATER BIOLOGY - SCIE","579","1.3","Q3","0.39","0"%,
"JOURNAL OF SHELLFISH RESEARCH","J SHELLFISH RES","0730-8000","1943-6319","MARINE & FRESHWATER BIOLOGY - SCIE","2,989","1.3","Q3","0.38","0"%,
"Marketing and Management of Innovations","MARK MANAG INNOV","2218-4511","2227-6718","MANAGEMENT - ESCI","662","1.3","N/A","0.35","7.95"%,
"Ocean Science Journal","OCEAN SCI J","1738-5261","2005-7172","MARINE & FRESHWATER BIOLOGY - SCIE","798","1.3","Q3","0.35","2.33"%,
"Negotiation and Conflict Management Research","NEGOT CONFL MANAG R","1750-4708","1750-4716","MANAGEMENT - SSCI","394","1.3","Q4","0.33","56.6"%,
"Africa Journal of Management","AFR J MANAGE","2332-2373","2332-2381","MANAGEMENT - ESCI","245","1.3","N/A","0.29","12.9"%,
"Middle East Journal of Management","MIDDLE EAST J MANAG","2050-3636","2050-3644","MANAGEMENT - ESCI","174","1.3","N/A","0.22","0"%,
"South African Journal of Business Management","S AFR J BUS MANAG","2078-5585","2078-5976","MANAGEMENT - SSCI","445","1.3","Q4","0.2","96.3"%,
"Management Revue","MANAG REVUE","0935-9915","1861-9908","MANAGEMENT - ESCI","869","1.3","N/A","0.1","5.08"%,
"AQUATIC MAMMALS","AQUAT MAMM","0167-5427","N/A","MARINE & FRESHWATER BIOLOGY - SCIE","1,596","1.2","Q3","0.61","0"%,
"INVERTEBRATE BIOLOGY","INVERTEBR BIOL","1077-8306","1744-7410","MARINE & FRESHWATER BIOLOGY - SCIE","870","1.2","Q3","0.61","11.34"%,
"JOURNAL OF MOLLUSCAN STUDIES","J MOLLUS STUD","0260-1230","1464-3766","MARINE & FRESHWATER BIOLOGY - SCIE","1,874","1.2","Q3","0.56","6.25"%,
"Foresight and STI Governance","FORESIGHT STI GOV","1995-459X","2500-2597","MANAGEMENT - ESCI","351","1.2","N/A","0.45","94.32"%,
"ICHTHYOLOGICAL RESEARCH","ICHTHYOL RES","1341-8998","1616-3915","MARINE & FRESHWATER BIOLOGY - SCIE","1,042","1.2","Q3","0.45","2.37"%,
"JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM","J MAR BIOL ASSOC UK","0025-3154","1469-7769","MARINE & FRESHWATER BIOLOGY - SCIE","6,384","1.2","Q3","0.44","17.89"%,
"Philosophy of Management","PHILOS MANAG","1740-3812","2052-9597","MANAGEMENT - ESCI","198","1.2","N/A","0.37","30.21"%,
"AFRICAN JOURNAL OF MARINE SCIENCE","AFR J MAR SCI","1814-232X","1814-2338","MARINE & FRESHWATER BIOLOGY - SCIE","1,153","1.2","Q3","0.33","5.13"%,
"REGE-Revista de Gestao","REGE-REV GEST","1809-2276","2177-8736","MANAGEMENT - ESCI","272","1.2","N/A","0.29","95.79"%,
"SYSTEMIC PRACTICE AND ACTION RESEARCH","SYST PRACT ACT RES","1094-429X","1573-9295","MANAGEMENT - SSCI","679","1.2","Q4","0.29","22.14"%,
"Academia-Revista Latinoamericana de Administracion","ACAD-REV LATINOAM AD","1012-8255","2056-5127","MANAGEMENT - SSCI","372","1.2","Q4","0.27","4.55"%,
"Intangible Capital","INTANG CAP","2014-3214","1697-9818","MANAGEMENT - ESCI","343","1.2","N/A","0.23","100"%,
"ENGINEERING ECONOMIST","ENG ECON","0013-791X","1547-2701","MANAGEMENT - SSCI","481","1.2","Q4","0.15","4.17"%,
"JOURNAL OF CRUSTACEAN BIOLOGY","J CRUSTACEAN BIOL","0278-0372","1937-240X","MARINE & FRESHWATER BIOLOGY - SCIE","2,648","1.1","Q3","0.53","6.88"%,
"Marine Ecology-An Evolutionary Perspective","MAR ECOL-EVOL PERSP","0173-9565","1439-0485","MARINE & FRESHWATER BIOLOGY - SCIE","2,395","1.1","Q3","0.45","6.11"%,
"AQUATIC LIVING RESOURCES","AQUAT LIVING RESOUR","0990-7440","1765-2952","MARINE & FRESHWATER BIOLOGY - SCIE","1,407","1.1","Q3","0.41","37.88"%,
"Marine Biology Research","MAR BIOL RES","1745-1000","1745-1019","MARINE & FRESHWATER BIOLOGY - SCIE","1,571","1.1","Q3","0.37","8.43"%,
"REVIEW OF INDUSTRIAL ORGANIZATION","REV IND ORGAN","0889-938X","1573-7160","MANAGEMENT - SSCI","1,275","1.1","Q4","0.36","19.43"%,
"GULF AND CARIBBEAN RESEARCH","GULF CARIBB RES","1528-0470","2572-1410","MARINE & FRESHWATER BIOLOGY - ESCI","206","1.1","N/A","0.29","0"%,
"South African Journal of Economic and Management Sciences","S AFR J ECON MANAG S","2222-3436","2222-3436","MANAGEMENT - SSCI","611","1.1","Q4","0.29","89.47"%,
"SA Journal of Human Resource Management","SA J HUM RESOUR MANA","1683-7584","2071-078X","MANAGEMENT - ESCI","599","1.1","N/A","0.24","92.45"%,
"International Journal of Organizational Leadership","INT J ORGAN LEADERSH","2383-1103","2345-6744","MANAGEMENT - ESCI","247","1.1","N/A","0.23","59.52"%,
"JOURNAL OF AQUATIC PLANT MANAGEMENT","J AQUAT PLANT MANAGE","0146-6623","0146-6623","MARINE & FRESHWATER BIOLOGY - SCIE","521","1.1","Q3","0.21","0"%,
"RBGN-Revista Brasileira de Gestao de Negocios","RBGN-REV BRAS GEST N","1806-4892","1983-0807","MANAGEMENT - SSCI","422","1.1","Q4","0.2","97.64"%,
"Foundations of Management","FOUND MANAGE","2080-7279","2300-5661","MANAGEMENT - ESCI","187","1.1","N/A","0.18","100"%,
"Fundamental and Applied Limnology","FUND APPL LIMNOL","1863-9135","1863-9135","MARINE & FRESHWATER BIOLOGY - SCIE","772","1","Q4","0.45","0"%,
"ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS","ICHTHYOL EXPLOR FRES","0936-9902","N/A","MARINE & FRESHWATER BIOLOGY - SCIE","542","1","Q4","0.36","0"%,
"MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY","MAR FRESHW BEHAV PHY","1023-6244","1029-0362","MARINE & FRESHWATER BIOLOGY - SCIE","727","1","Q4","0.35","2.44"%,
"Latin American Journal of Aquatic Research","LAT AM J AQUAT RES","0718-560X","0718-560X","MARINE & FRESHWATER BIOLOGY - SCIE","1,171","1","Q4","0.31","86.97"%,
"EURO Journal on Decision Processes","EURO J DECIS PROCESS","2193-9438","2193-9446","MANAGEMENT - ESCI","202","1","N/A","0.24","89.29"%,
"Property Management","PROP MANAG","0263-7472","1758-731X","MANAGEMENT - ESCI","654","1","N/A","0.23","3.01"%,
"Asian Academy of Management Journal","ASIAN ACAD MANAG J","1394-2603","1985-8280","MANAGEMENT - ESCI","293","1","N/A","0.21","86.54"%,
"BIO-MEDICAL MATERIALS AND ENGINEERING","BIO-MED MATER ENG","0959-2989","1878-3619","MATERIALS SCIENCE, BIOMATERIALS - SCIE","1,839","1","Q4","0.2","1.83"%,
"International Journal of Business Performance Management","INT J BUS PERFORM MA","1368-4892","1741-5039","MANAGEMENT - ESCI","284","1","N/A","0.14","0"%,
"Journal of Chinese Human Resources Management","J CHIN HUM RESOUR MA","2040-8005","2040-8013","MANAGEMENT - ESCI","114","1","N/A","0.11","0"%,
"JOURNAL OF APPLIED ICHTHYOLOGY","J APPL ICHTHYOL","0175-8659","1439-0426","MARINE & FRESHWATER BIOLOGY - SCIE","4,562","0.9","Q4","0.36","89.86"%,
"Inland Water Biology","INLAND WATER BIOL","1995-0829","1995-0837","MARINE & FRESHWATER BIOLOGY - SCIE","508","0.9","Q4","0.24","4.36"%,
"ACTA ADRIATICA","ACTA ADRIAT","0001-5113","1846-0453","MARINE & FRESHWATER BIOLOGY - SCIE","458","0.9","Q4","0.23","46.38"%,
"Undersea and Hyperbaric Medicine","UNDERSEA HYPERBAR M","1066-2936","N/A","MARINE & FRESHWATER BIOLOGY - SCIE","867","0.9","Q4","0.23","0"%,
"Central European Management Journal","CENT EUR MANAG J","2658-0845","2658-2430","MANAGEMENT - ESCI","75","0.9","N/A","0.21","90.7"%,
"International Journal of Arts Management","INT J ARTS MANAG","1480-8986","1480-8986","MANAGEMENT - SSCI","378","0.8","Q4","0.86","0"%,
"Freshwater Crayfish","FRESHW CRAYFISH","2076-4324","2076-4332","MARINE & FRESHWATER BIOLOGY - ESCI","206","0.8","N/A","0.35","0"%,
"NEGOTIATION JOURNAL","NEGOTIATION J","0748-4526","1571-9979","MANAGEMENT - SSCI","510","0.8","Q4","0.3","8.45"%,
"Ocean and Coastal Research","OCEAN COAST RES","N/A","2675-2824","MARINE & FRESHWATER BIOLOGY - SCIE","71","0.8","Q4","0.27","93.58"%,
"AQUATIC ECOSYSTEM HEALTH & MANAGEMENT","AQUAT ECOSYST HEALTH","1463-4988","1539-4077","MARINE & FRESHWATER BIOLOGY - SCIE","1,073","0.8","Q4","0.26","0"%,
"Real Estate Management and Valuation","REAL ESTATE MANAGE V","1733-2478","2300-5289","MANAGEMENT - ESCI","200","0.8","N/A","0.23","100"%,
"International Journal of Value Chain Management","INT J VALUE CHAIN MA","1741-5357","1741-5365","MANAGEMENT - ESCI","138","0.8","N/A","0.2","0"%,
"Journal of Organizational Ethnography","J ORGAN ETHNOGR","2046-6749","2046-6757","MANAGEMENT - ESCI","227","0.8","N/A","0.2","11.54"%,
"International Journal of Information Technology Project Management","INT J INF TECHNOL PR","1938-0232","1938-0240","MANAGEMENT - ESCI","119","0.8","N/A","0.19","1.22"%,
"RAE-Revista de Administracao de Empresas","RAE-REV ADMIN EMPRES","0034-7590","2178-938X","MANAGEMENT - SSCI","566","0.8","Q4","0.17","82.03"%,
"International Journal of Innovation and Learning","INT J INNOV LEARN","1471-8197","1741-8089","MANAGEMENT - ESCI","345","0.8","N/A","0.16","0"%,
"Nano LIFE","NANO LIFE","1793-9844","1793-9852","MATERIALS SCIENCE, BIOMATERIALS - ESCI","224","0.8","N/A","0.13","1.43"%,
"Indonesian Journal of Sustainability Accounting and Management","INDONES J SUSTAIN AC","2597-6214","2597-6222","MANAGEMENT - ESCI","78","0.7","N/A","0.41","94"%,
"Infrastructure Asset Management","INFRASTRUCT ASSET MA","2053-0242","2053-0250","MANAGEMENT - ESCI","138","0.7","N/A","0.37","24.19"%,
"PACIFIC SCIENCE","PAC SCI","0030-8870","1534-6188","MARINE & FRESHWATER BIOLOGY - SCIE","1,366","0.7","Q4","0.36","5.26"%,
"Nauplius","NAUPLIUS","0104-6497","2358-2936","MARINE & FRESHWATER BIOLOGY - SCIE","393","0.7","Q4","0.29","96.21"%,
"THALASSAS","THALASSAS","0212-5919","2366-1674","MARINE & FRESHWATER BIOLOGY - SCIE","389","0.7","Q4","0.27","2.94"%,
"Aquatic Sciences and Engineering","AQUAT SCI ENG","N/A","2602-473X","MARINE & FRESHWATER BIOLOGY - ESCI","78","0.7","N/A","0.26","85.71"%,
"Journal of Infrastructure Policy and Development","J INFRASTRUCT POLICY","2572-7923","2572-7931","MANAGEMENT - ESCI","102","0.7","N/A","0.25","97.96"%,
"CIENCIAS MARINAS","CIENC MAR","0185-3880","N/A","MARINE & FRESHWATER BIOLOGY - SCIE","847","0.7","Q4","0.23","96.55"%,
"Acta Logistica","ACTA LOGISTICA","N/A","1339-5629","MANAGEMENT - ESCI","92","0.7","N/A","0.18","91.27"%,
"Serbian Journal of Management","SERB J MANAG","1452-4864","1452-4864","MANAGEMENT - ESCI","230","0.7","N/A","0.18","98.82"%,
"Journal of East European Management Studies","J E EUR MANAG STUD","0949-6181","1862-0019","MANAGEMENT - SSCI","281","0.7","Q4","0.17","0"%,
"Management Research and Practice","MANAG RES PRACT","2067-2462","2067-2462","MANAGEMENT - ESCI","160","0.7","N/A","0.17","0"%,
