"Journal Data Filtered By:  Selected Categories: PHILOSOPHY;PHYSICS, APPLIED;PHYSICS, ATOMIC, MOLECULAR & CHEMICAL Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"JOURNAL OF JEWISH THOUGHT & PHILOSOPHY","J JEWISH THOUGHT PH","1053-699X","N/A","PHILOSOPHY - AHCI","65","0.4","N/A","0.46","8.82"%,
"Studia Phaenomenologica","STUD PHAENOMENOL","1582-5647","2069-0061","PHILOSOPHY - AHCI","68","0.4","N/A","0.44","0"%,
"JOURNAL OF VALUE INQUIRY","J VALUE INQUIRY","0022-5363","1573-0492","PHILOSOPHY - AHCI","417","0.4","N/A","0.39","22.91"%,
"Think-Philosophy for Everyone","THINK-PHILOS EVERYON","1477-1756","1755-1196","PHILOSOPHY - ESCI","83","0.4","N/A","0.37","10"%,
"SOCIAL PHILOSOPHY & POLICY","SOC PHILOS POLICY","0265-0525","1471-6437","PHILOSOPHY - AHCI","661","0.4","N/A","0.24","20.37"%,
"Ethical Perspectives","ETHICAL PERSPECT","1370-0049","1783-1431","PHILOSOPHY - AHCI","160","0.4","N/A","0.18","0"%,
"Journal of Semiconductor Technology and Science","J SEMICOND TECH SCI","1598-1657","2233-4866","PHYSICS, APPLIED - SCIE","351","0.4","Q4","0.11","0"%,
"Christian Bioethics","CHRIST BIOET","1380-3603","1744-4195","PHILOSOPHY - AHCI","100","0.3","N/A","1.18","4"%,
"Anthropological Measurements of Philosophical Research","ANTHROPOL MEAS PHILO","2227-7242","2304-9685","PHILOSOPHY - ESCI","40","0.3","N/A","0.75","100"%,
"JOURNAL OF INDIAN PHILOSOPHY","J INDIAN PHILOS","0022-1791","1573-0395","PHILOSOPHY - AHCI","334","0.3","N/A","0.74","25.23"%,
"Dialogues in Philosophy Mental and Neuro Sciences","DIALOGUES PHILOS MEN","2035-0031","2035-0031","PHILOSOPHY - ESCI","25","0.3","N/A","0.71","0"%,
"Estetika-The European Journal of Aesthetics","ESTETIKA","N/A","2571-0915","PHILOSOPHY - AHCI","43","0.3","N/A","0.68","100"%,
"Faith and Philosophy","FAITH PHILOS","0739-7046","2153-3393","PHILOSOPHY - ESCI","370","0.3","N/A","0.65","58.33"%,
"Apeiron-A Journal for Ancient Philosophy and Science","APEIRON-J ANC PHILOS","0003-6390","2156-7093","PHILOSOPHY - ESCI","247","0.3","N/A","0.64","11.11"%,
"Journal of Nietzsche Studies","J NIETZSCHE STUD","0968-8005","1538-4594","PHILOSOPHY - AHCI","147","0.3","N/A","0.64","0"%,
"Journal of Applied Hermeneutics","J APPL HERMENEUTICS","1927-4416","1927-4416","PHILOSOPHY - ESCI","58","0.3","N/A","0.61","0"%,
"Cinta de Moebio","CINTA MOEBIO","0717-554X","0717-554X","PHILOSOPHY - ESCI","179","0.3","N/A","0.57","96.43"%,
"HISTORY OF EUROPEAN IDEAS","HIST EUR IDEA","0191-6599","1873-541X","PHILOSOPHY - AHCI","495","0.3","N/A","0.52","24.53"%,
"Teorema","TEOREMA","0210-1602","N/A","PHILOSOPHY - AHCI","103","0.3","N/A","0.52","0"%,
"Diametros","DIAMETROS","1733-5566","1733-5566","PHILOSOPHY - ESCI","61","0.3","N/A","0.5","96.67"%,
"Filosofija-Sociologija","FILOS-SOCIOL","0235-7186","0235-7186","PHILOSOPHY - AHCI","122","0.3","N/A","0.48","0.81"%,
"Logique et Analyse","LOG ANAL","0024-5836","2295-5836","PHILOSOPHY - AHCI","406","0.3","N/A","0.47","0"%,
"PHILOSOPHICAL FORUM","PHILOS FORUM","0031-806X","1467-9191","PHILOSOPHY - AHCI","190","0.3","N/A","0.47","10"%,
"Journal of Speculative Philosophy","J SPECUL PHILOS","0891-625X","1527-9383","PHILOSOPHY - AHCI","285","0.3","N/A","0.46","0"%,
"RESEARCH IN PHENOMENOLOGY","RES PHENOMENOL","0085-5553","1569-1640","PHILOSOPHY - AHCI","253","0.3","N/A","0.44","7.58"%,
"CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA","CRITICA","0011-1503","1870-4905","PHILOSOPHY - AHCI","124","0.3","N/A","0.43","100"%,
"Secular Studies","SECUL STUD","2589-2517","2589-2525","PHILOSOPHY - ESCI","6","0.3","N/A","0.43","7.14"%,
"FILOZOFIA","FILOZOFIA","0046-385X","2585-7061","PHILOSOPHY - AHCI","131","0.3","N/A","0.42","98.71"%,
"PHILOSOPHY TODAY","PHILOS TODAY","0031-8256","2329-8596","PHILOSOPHY - AHCI","394","0.3","N/A","0.42","0"%,
"Arabic Sciences and Philosophy","ARAB SCI PHILOS","0957-4239","1474-0524","PHILOSOPHY - AHCI","99","0.3","N/A","0.41","16.67"%,
"DIALOGUE-CANADIAN PHILOSOPHICAL REVIEW","DIALOGUE-CAN PHILOS","0012-2173","1759-0949","PHILOSOPHY - AHCI","206","0.3","N/A","0.41","22"%,
"Phenomenology & Practice","PHENOMENOL PRACT","1913-4711","1913-4711","PHILOSOPHY - ESCI","148","0.3","N/A","0.41","0"%,
"Sophia","SOPHIA","0038-1527","1873-930X","PHILOSOPHY - AHCI","237","0.3","N/A","0.4","19.3"%,
"REVIEW OF METAPHYSICS","REV METAPHYS","0034-6632","2154-1302","PHILOSOPHY - AHCI","523","0.3","N/A","0.36","0"%,
"ZEITSCHRIFT FUR PHILOSOPHISCHE FORSCHUNG","Z PHILOS FORSCH","0044-3301","1439-2615","PHILOSOPHY - AHCI","97","0.3","N/A","0.36","0"%,
"Analisis Filosofico","ANAL FILOS","0326-1301","1851-9636","PHILOSOPHY - ESCI","37","0.3","N/A","0.35","95.74"%,
"IDEALISTIC STUDIES","IDEALISTIC STUD","0046-8541","2153-8239","PHILOSOPHY - AHCI","39","0.3","N/A","0.35","0"%,
"PHILOSOPHICAL INVESTIGATIONS","PHILOS INVEST","0190-0536","1467-9205","PHILOSOPHY - AHCI","770","0.3","N/A","0.35","18.28"%,
"European Journal of Pragmatism and American Philosophy","EUR J PRAGMAT AM PHI","2036-4091","2036-4091","PHILOSOPHY - ESCI","129","0.3","N/A","0.33","22.35"%,
"Philosophia Africana","PHILOS AFR","1539-8250","1944-7914","PHILOSOPHY - AHCI","52","0.3","N/A","0.32","5"%,
"Frontiers of Philosophy in China","FRONT PHILOS CHINA","1673-3436","1673-355X","PHILOSOPHY - ESCI","102","0.3","N/A","0.3","0"%,
"Journal of Scottish Philosophy","J SCOTT PHILOS","1479-6651","1755-2001","PHILOSOPHY - ESCI","53","0.3","N/A","0.3","2.33"%,
"Rivista di Estetica","RIV ESTET","0035-6212","0035-6212","PHILOSOPHY - AHCI","86","0.3","N/A","0.27","14.46"%,
"Anales del Seminario de Historia de la Filosofia","AN SEMIN HIST FILOS","0211-2337","1988-2564","PHILOSOPHY - AHCI","75","0.3","N/A","0.26","89.23"%,
"Araucaria-Revista Iberoamericana de Filosofia Politica y Humanidades","ARAUCARIA","1575-6823","2340-2199","PHILOSOPHY - ESCI","141","0.3","N/A","0.26","98.49"%,
"Studia Semiotyczne","STUDIA SEMIOTYCZNE","0137-6608","2544-073X","PHILOSOPHY - ESCI","17","0.3","N/A","0.26","0"%,
"Disputatio-International Journal of Philosophy","DISPUTATIO","0873-626X","2182-2875","PHILOSOPHY - ESCI","117","0.3","N/A","0.24","100"%,
"CONTEMPORARY CHINESE THOUGHT","CONTEMP CHIN THOUGHT","1097-1467","1558-0997","PHILOSOPHY - AHCI","51","0.3","N/A","0.22","0"%,
"Childhood and Philosophy","CHILD PHILOS","2525-5061","1984-5987","PHILOSOPHY - ESCI","103","0.3","N/A","0.19","67.65"%,
"Torres de Lucca-Revista Internacional de Filosofia Politica","TORRES LUCCA","2255-3827","2255-3827","PHILOSOPHY - ESCI","35","0.3","N/A","0.18","31.94"%,
"Enrahonar-Quaderns de Filosofia","ENRAHONAR","0211-402X","2014-881X","PHILOSOPHY - ESCI","32","0.3","N/A","0.12","98.21"%,
"Physical and Chemical Aspects of the Study of Clusters Nanostructures and Nanomaterials","PHYS CHEM ASPECTS ST","2226-4442","2658-4360","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - ESCI","136","0.3","N/A","0.07","97.08"%,
"Progress in Superconductivity and Cryogenics","PROG SUPERCOND CRYOG","1229-3008","2287-6251","PHYSICS, APPLIED - ESCI","115","0.3","N/A","0.06","0"%,
"Deleuze and Guattari Studies","DELEUZE GUATTARI STU","2398-9777","2398-9785","PHILOSOPHY - AHCI","34","0.2","N/A","0.58","1.28"%,
"AMERICAN CATHOLIC PHILOSOPHICAL QUARTERLY","AM CATH PHILOS QUART","1051-3558","2153-8441","PHILOSOPHY - AHCI","173","0.2","N/A","0.5","0"%,
"CLIO-A JOURNAL OF LITERATURE HISTORY AND THE PHILOSOPHY OF HISTORY","CLIO","0884-2043","0884-2043","PHILOSOPHY - AHCI","100","0.2","N/A","0.48","0"%,
"TRANSACTIONS OF THE CHARLES S PEIRCE SOCIETY","T C S PEIRCE SOC","0009-1774","1558-9587","PHILOSOPHY - AHCI","374","0.2","N/A","0.45","0"%,
"Teaching Philosophy","TEACH PHILOS","0145-5788","2153-6619","PHILOSOPHY - AHCI","113","0.2","N/A","0.43","0"%,
"Etikk i Praksis","ETIKK PRAKSIS","1890-3991","1890-4009","PHILOSOPHY - AHCI","59","0.2","N/A","0.4","95.24"%,
"International Journal of Philosophy and Theology","INT J PHILOS THEOL","2169-2327","2169-2335","PHILOSOPHY - ESCI","76","0.2","N/A","0.39","33.77"%,
"Journal of Philosophical Research","J PHILOS RES","1053-8364","2153-7984","PHILOSOPHY - AHCI","236","0.2","N/A","0.39","0"%,
"International Journal for the Study of Skepticism","INT J STUDY SKEPT","2210-5697","2210-5700","PHILOSOPHY - ESCI","48","0.2","N/A","0.37","6.38"%,
"Cosmos and History-The Journal of Natural and Social Philosophy","COSM HIST","1832-9101","1832-9101","PHILOSOPHY - ESCI","121","0.2","N/A","0.36","0"%,
"ESPES-The Slovak Journal of Aesthetics","ESPES","N/A","1339-1119","PHILOSOPHY - ESCI","10","0.2","N/A","0.36","0"%,
"Film-Philosophy","FILM-PHILOS","1466-4615","1466-4615","PHILOSOPHY - AHCI","68","0.2","N/A","0.35","92"%,
"Filosofskii Zhurnal","FILOS ZHURNAL","2072-0726","2658-4883","PHILOSOPHY - ESCI","51","0.2","N/A","0.33","97.04"%,
"Philosophical Inquiries","PHILOS INQ","2281-8618","2282-0248","PHILOSOPHY - ESCI","57","0.2","N/A","0.33","0"%,
"Philosophy and Public Issues","PHILOS PUBLIC ISSUES","1591-0660","2240-7987","PHILOSOPHY - ESCI","21","0.2","N/A","0.33","0"%,
"Pluralist","PLURALIST","1930-7365","N/A","PHILOSOPHY - AHCI","79","0.2","N/A","0.32","0"%,
"Tradition & Discovery","TRADIT DISCOV","1057-1027","2154-1566","PHILOSOPHY - ESCI","74","0.2","N/A","0.32","0"%,
"VOPROSY FILOSOFII","VOP FILOS","0042-8744","0042-8744","PHILOSOPHY - AHCI","528","0.2","N/A","0.32","0"%,
"NEUE ZEITSCHRIFT FUR SYSTEMATISCHE THEOLOGIE UND RELIGIONSPHILOSOPHIE","NEUE Z SYST THEOL R","0028-3517","1612-9520","PHILOSOPHY - AHCI","82","0.2","N/A","0.3","9.46"%,
"Journal of French and Francophone Philosophy","J FR FRANCOPH PHILOS","1936-6280","2155-1162","PHILOSOPHY - ESCI","39","0.2","N/A","0.28","92.86"%,
"Manuscrito","MANUSCRITO","0100-6045","2317-630X","PHILOSOPHY - AHCI","83","0.2","N/A","0.28","97.65"%,
"Metaphysica-International Journal for Ontology & Metaphysics","METAPHYSICA","1437-2053","1874-6373","PHILOSOPHY - ESCI","120","0.2","N/A","0.27","16.67"%,
"Rivista di Filosofia del Diritto-Journal of Legal Philosophy","RIV FILOS DIRIT","2280-482X","2280-482X","PHILOSOPHY - ESCI","38","0.2","N/A","0.27","0"%,
"International Journal of the Platonic Tradition","INT J PLATONIC TRADI","1872-5082","1872-5473","PHILOSOPHY - AHCI","14","0.2","N/A","0.26","5.26"%,
"Derrida Today","DERRIDA TODAY","1754-8500","1754-8519","PHILOSOPHY - ESCI","94","0.2","N/A","0.24","2.44"%,
"DEUTSCHE ZEITSCHRIFT FUR PHILOSOPHIE","DEUT Z PHILOS","0012-1045","2192-1482","PHILOSOPHY - AHCI","150","0.2","N/A","0.24","3.73"%,
"Kant Yearbook","KANT YEARB","1868-4599","1868-4602","PHILOSOPHY - ESCI","26","0.2","N/A","0.24","5.88"%,
"Prometeica-Revista de Filosofia y Ciencias","PROMETEICA","1852-9488","1852-9488","PHILOSOPHY - ESCI","14","0.2","N/A","0.24","86.89"%,
"Vestnik Sankt-Peterburgskogo Universiteta-Filosofiya i Konfliktologiya","VESTN ST PETER U-FIL","2542-2278","2541-9382","PHILOSOPHY - ESCI","32","0.2","N/A","0.24","98.18"%,
"STUDIES IN EAST EUROPEAN THOUGHT","STUD E EUR THOUGHT","0925-9392","1573-0948","PHILOSOPHY - AHCI","99","0.2","N/A","0.23","30.25"%,
"Croatian Journal of Philosophy","CROAT J PHILOS","1333-1108","1847-6139","PHILOSOPHY - AHCI","97","0.2","N/A","0.22","0"%,
"Meta-Research in Hermeneutics Phenomenology and Practical Philosophy","META-RES HERMENEUT P","2067-3655","2067-3655","PHILOSOPHY - ESCI","39","0.2","N/A","0.2","0"%,
"Cultura-International Journal of Philosophy of Culture and Axiology","CULTURA","1584-1057","2065-5002","PHILOSOPHY - AHCI","104","0.2","N/A","0.19","0"%,
"Rivista Internazionale di Filosofia e Psicologia","RIV INT FILOS PSICOL","2039-4667","2239-2629","PHILOSOPHY - ESCI","44","0.2","N/A","0.19","0"%,
"Comparative and Continental Philosophy","COMP CONT PHILOS","1757-0638","1757-0646","PHILOSOPHY - ESCI","41","0.2","N/A","0.18","7.94"%,
"Fragmentos de Filosofia","FRAGM FILOS","1132-3329","2173-6464","PHILOSOPHY - ESCI","5","0.2","N/A","0.18","0"%,
"Isegoria","ISEGORIA","1130-2097","1988-8376","PHILOSOPHY - AHCI","167","0.2","N/A","0.18","97.27"%,
"Philosophia-International Journal of Philosophy","PHILOS-INT J PHILOS","2244-1875","2244-1883","PHILOSOPHY - AHCI","40","0.2","N/A","0.18","0"%,
"Revue de Synthese","REV SYNTH","0035-1776","1955-2343","PHILOSOPHY - AHCI","118","0.2","N/A","0.18","2.08"%,
"Synthesis Philosophica","SYNTH PHILOS","0352-7875","N/A","PHILOSOPHY - AHCI","66","0.2","N/A","0.18","71.11"%,
"Doxa-Cuadernos de Filosofia y Derecho","DOXA","0214-8676","2386-4702","PHILOSOPHY - ESCI","117","0.2","N/A","0.17","100"%,
"Aisthesis-Pratiche Linguaggi e Saperi dell Estetico","AISTHESIS","2035-8466","2035-8466","PHILOSOPHY - ESCI","93","0.2","N/A","0.16","64.52"%,
"PENSAMIENTO","PENSAMIENTO","0031-4749","2386-5822","PHILOSOPHY - AHCI","106","0.2","N/A","0.16","98"%,
"Daimon-Revista Internacional de Filosofia","DAIMON","1130-0507","1989-4651","PHILOSOPHY - ESCI","134","0.2","N/A","0.13","84.21"%,
"Res Publica-Revista de Filosofia Politica","RES PUBLICA-REV FILO","1576-4184","1989-6115","PHILOSOPHY - ESCI","42","0.2","N/A","0.13","93.26"%,
"Bajo Palabra-Journal of Philosophy","BAJO PALABRA","1576-3935","1887-505X","PHILOSOPHY - ESCI","41","0.2","N/A","0.12","85.71"%,
"History of Philosophy & Logical Analysis","HIST PHILO LOG ANAL","2666-4283","2666-4275","PHILOSOPHY - ESCI","16","0.2","N/A","0.1","6.52"%,
"Journal of Japanese Philosophy","J JPN PHILOS","2327-0195","2327-0209","PHILOSOPHY - ESCI","6","0.2","N/A","0.07","0"%,
"Argumentos-Revista de Filosofia","ARGUMENTOS","1984-4247","1984-4255","PHILOSOPHY - ESCI","83","0.2","N/A","0.06","97.53"%,
"Journal of the Korean Magnetics Society","J KOREAN MAGN SOC","1598-5385","2233-6648","PHYSICS, APPLIED - ESCI","51","0.2","N/A","0.04","0"%,
"Horizon-Fenomenologicheskie Issledovaniya","HORIZON-RUSS","2226-5260","2311-6986","PHILOSOPHY - ESCI","23","0.1","N/A","0.57","100"%,
"Trans-Form-Acao","TRANS-FORM-ACAO","0101-3173","1980-539X","PHILOSOPHY - AHCI","77","0.1","N/A","0.53","94.04"%,
"PhiloSOPHIA-A Journal of Continental Feminism","PHILOSOPHIA-J CONT F","2155-0891","2155-0905","PHILOSOPHY - ESCI","114","0.1","N/A","0.49","0"%,
"THOMIST","THOMIST","0040-6325","N/A","PHILOSOPHY - AHCI","215","0.1","N/A","0.42","0"%,
"Logos","LOGOS-RUSS","0869-5377","2499-9628","PHILOSOPHY - ESCI","140","0.1","N/A","0.38","0"%,
"Contemporary Pragmatism","CONTEMP PRAGMAT","1572-3429","1875-8185","PHILOSOPHY - AHCI","94","0.1","N/A","0.3","7.25"%,
"HEYTHROP JOURNAL","HEYTHROP J","0018-1196","1468-2265","PHILOSOPHY - AHCI","188","0.1","N/A","0.3","3.98"%,
"Studia Neoaristotelica-A Journal of Analytical Scholasticism","STUD NEOARISTOTELICA","1214-8407","1804-6843","PHILOSOPHY - ESCI","1","0.1","N/A","0.29","0"%,
"Journal of Aesthetics and Phenomenology","J AESTHET PHENOMENOL","2053-9320","2053-9339","PHILOSOPHY - ESCI","24","0.1","N/A","0.28","37.5"%,
"Augustinian Studies","AUGUSTIN STUD","0094-5323","2153-7917","PHILOSOPHY - AHCI","73","0.1","N/A","0.27","0"%,
"RUSSELL-THE JOURNAL OF THE BERTRAND RUSSELL STUDIES","RUSSELL","0036-0163","1913-8032","PHILOSOPHY - AHCI","45","0.1","N/A","0.27","0"%,
"Philosophy and Society-Filozofija i Drustvo","PHILOS SOC-FILOZOFIJ","0353-5738","2334-8577","PHILOSOPHY - ESCI","66","0.1","N/A","0.26","96.99"%,
"Studia Universitatis Babes-Bolyai Philosophia","ST U BABE-BOL PHILOS","1221-8138","2065-9407","PHILOSOPHY - ESCI","26","0.1","N/A","0.25","0"%,
"Disputatio-Philosophical Research Bulletin","DISPUTATIO-SPAIN","N/A","2254-0601","PHILOSOPHY - ESCI","28","0.1","N/A","0.24","0"%,
"Filozofia Nauki","FILOZ NAUK","1230-6894","N/A","PHILOSOPHY - AHCI","27","0.1","N/A","0.24","98.15"%,
"Logos-Anales del Seminario de Metafisica","LOGOS-AN SEMIN METAF","1575-6866","1988-3242","PHILOSOPHY - ESCI","33","0.1","N/A","0.23","94.12"%,
"Sartre Studies International","SARTRE STUD INT","1357-1559","1357-1559","PHILOSOPHY - ESCI","65","0.1","N/A","0.22","0"%,
"Schole-Filosofskoe Antikovedenie i Klassicheskaya Traditsiya-Schole-Ancient Philosophy and the Classical Tradition","SCHOLE-RUSS","1995-4328","1995-4336","PHILOSOPHY - ESCI","47","0.1","N/A","0.22","97.93"%,
"Kierkegaard Studies Yearbook","KIERKEGA STUD YEAR","1430-5372","1612-9792","PHILOSOPHY - ESCI","48","0.1","N/A","0.19","3.39"%,
"Con-textos Kantianos-International Journal of Philosophy","CON-TEXTOS KANTIANOS","2386-7655","2386-7655","PHILOSOPHY - ESCI","43","0.1","N/A","0.18","0"%,
"Filosofiya-Philosophy","FILOSOFIYA","0861-6302","1314-8559","PHILOSOPHY - ESCI","20","0.1","N/A","0.18","0"%,
"INTERNATIONAL PHILOSOPHICAL QUARTERLY","INT PHILOS QUART","0019-0365","2153-8077","PHILOSOPHY - AHCI","149","0.1","N/A","0.18","0"%,
"Problemos","PROBLEMOS","1392-1126","1392-1126","PHILOSOPHY - AHCI","56","0.1","N/A","0.18","99.03"%,
"Topicos-Revista de Filosofia","TOPICOS-MEXICO","0188-6649","2007-8498","PHILOSOPHY - ESCI","52","0.1","N/A","0.18","100"%,
"Ideas y Valores","IDEAS VALORES","0120-0062","2011-3668","PHILOSOPHY - AHCI","70","0.1","N/A","0.16","62"%,
"TPM-The Philosophers Magazine","TPM-PHILOS MAG","1354-814X","2048-4674","PHILOSOPHY - ESCI","30","0.1","N/A","0.16","1.19"%,
"Journal of Indian Council of Philosophical Research","J INDIAN COUNC PHILO","0970-7794","2363-9962","PHILOSOPHY - ESCI","30","0.1","N/A","0.15","1.33"%,
"Symposium-Canadian Journal of Continental Philosophy","SYMP-CAN J CONT PHIL","1917-9685","2154-5278","PHILOSOPHY - ESCI","44","0.1","N/A","0.15","0"%,
"Agora-Papeles de Filosofia","AGORA-PAP FILOS","0211-6642","2174-3347","PHILOSOPHY - ESCI","18","0.1","N/A","0.14","83.33"%,
"Revista de Filosofia Aurora","REV FILOS AURORA","0104-4443","1980-5934","PHILOSOPHY - AHCI","36","0.1","N/A","0.13","93.6"%,
"Telos","TELOS-US","0090-6514","1940-459X","PHILOSOPHY - AHCI","96","0.1","N/A","0.13","0"%,
"Etica & Politica","ETICA POLITICA","1825-5167","1825-5167","PHILOSOPHY - ESCI","98","0.1","N/A","0.12","0"%,
"Acta Philosophica","ACTA PHILOS","1121-2179","1825-6562","PHILOSOPHY - AHCI","27","0.1","N/A","0.11","0"%,
"Kriterion-Revista de Filosofia","KRITERION-BELO HORIZ","0100-512X","1981-5336","PHILOSOPHY - AHCI","33","0.1","N/A","0.11","83.49"%,
"PHILOSOPHISCHES JAHRBUCH","PHILOS JAHRB","0031-8183","0031-8183","PHILOSOPHY - AHCI","58","0.1","N/A","0.11","0"%,
"REVUE PHILOSOPHIQUE DE LA FRANCE ET DE L ETRANGER","REV PHILOS FR ETRANG","0035-3833","2104-385X","PHILOSOPHY - AHCI","161","0.1","N/A","0.11","0"%,
"Anuario Filosofico","ANU FILOS","0066-5215","0066-5215","PHILOSOPHY - AHCI","61","0.1","N/A","0.1","100"%,
"Archiv fur Rechts- und Sozialphilosophie","ARCH RECHTS- SOZIALP","0001-2343","2363-5614","PHILOSOPHY - ESCI","59","0.1","N/A","0.1","0"%,
"RIVISTA DI STORIA DELLA FILOSOFIA","RIV STOR FILOS","0393-2516","1972-5558","PHILOSOPHY - AHCI","106","0.1","N/A","0.1","0"%,
"VERIFICHE","VERIFICHE","0391-4186","N/A","PHILOSOPHY - AHCI","20","0.1","N/A","0.1","0"%,
"Kritike-An Online Journal of Philosophy","KRITIKE","1908-7330","1908-7330","PHILOSOPHY - ESCI","36","0.1","N/A","0.09","35.56"%,
"Prolegomena","PROLEGOMENA","1333-4395","N/A","PHILOSOPHY - AHCI","35","0.1","N/A","0.09","0"%,
"Themata-Revista de Filosofia","THEMATA","0212-8365","2253-900X","PHILOSOPHY - ESCI","46","0.1","N/A","0.09","52.63"%,
"Aisthema-International Journal","AISTHEMA","2284-3515","2284-3515","PHILOSOPHY - ESCI","2","0.1","N/A","0.08","0"%,
"Iride-Filosofia e Discussione Pubblica","IRIDE","1122-7893","1122-7893","PHILOSOPHY - ESCI","28","0.1","N/A","0.08","0"%,
"Open Insight","OPEN INSIGHT","2007-2406","2395-8936","PHILOSOPHY - ESCI","14","0.1","N/A","0.08","0"%,
"TIJDSCHRIFT VOOR FILOSOFIE","TIJDSCHR FILOS","0040-750X","2031-8952","PHILOSOPHY - AHCI","62","0.1","N/A","0.08","0"%,
"Bollettino Filosofico","BOLL FILOS","1593-7178","2035-2670","PHILOSOPHY - ESCI","7","0.1","N/A","0.07","0"%,
"Estudos Kantianos","ESTUD KANTIANOS","2318-0501","2318-0501","PHILOSOPHY - ESCI","18","0.1","N/A","0.07","55.71"%,
"Plato Journal","PLATO J","2079-7567","2183-4105","PHILOSOPHY - ESCI","16","0.1","N/A","0.07","100"%,
"REVUE DE METAPHYSIQUE ET DE MORALE","REV METAPHYS MORALE","0035-1571","2102-5177","PHILOSOPHY - AHCI","216","0.1","N/A","0.07","0"%,
"REVUE INTERNATIONALE DE PHILOSOPHIE","REV INT PHILOS","0048-8143","2033-0138","PHILOSOPHY - AHCI","208","0.1","N/A","0.07","0"%,
"HEGEL-STUDIEN","HEGEL-STUD","0073-1587","N/A","PHILOSOPHY - AHCI","58","0.1","N/A","0.06","0"%,
"Rivista di Filosofia","RIV FILOS","0035-6239","0035-6239","PHILOSOPHY - ESCI","46","0.1","N/A","0.06","0"%,
"Revista de Filosofia UIS","REV FILOS UIS","1692-2484","2145-8529","PHILOSOPHY - ESCI","11","0.1","N/A","0.05","88.06"%,
"Studia Philosophica Kantiana","STUD PHILOS KANTIANA","1338-7758","1338-7758","PHILOSOPHY - ESCI","3","0.1","N/A","0.05","0"%,
"RUSSIAN STUDIES IN PHILOSOPHY","RUSS STUD PHILOS","1061-1967","1558-0431","PHILOSOPHY - AHCI","32","0.1","N/A","0.04","0"%,
"Stoa","STOA","2007-1868","2007-1868","PHILOSOPHY - ESCI","9","0.1","N/A","0.04","16.22"%,
"Eikasia-Revista de Filosofia","EIKASIA","1885-5679","1885-5679","PHILOSOPHY - ESCI","105","0.1","N/A","0.03","0"%,
"Endoxa-Series Filosoficas","ENDOXA-SER-FILOS","1133-5351","2174-5676","PHILOSOPHY - ESCI","47","0.1","N/A","0.02","0"%,
"Ingenium-Revista Electronica de Pensamiento Moderno y Metodologia en Historia de la Ideas","INGENIUM","1989-3663","1989-3663","PHILOSOPHY - ESCI","10","0.1","N/A","0.02","100"%,
"GIORNALE CRITICO DELLA FILOSOFIA ITALIANA","GIORN CRIT FILOS IT","0017-0089","N/A","PHILOSOPHY - AHCI","83","0.1","N/A","0.01","0"%,
"Asterion-Philosophie Histoire des Idees Pensee Politique","ASTERION","1762-6110","1762-6110","PHILOSOPHY - ESCI","16","0.1","N/A","0","72.22"%,
"Convivium","CONVIVIUM","0010-8235","2255-2855","PHILOSOPHY - AHCI","38","0.1","N/A","0","0"%,
"OXFORD LITERARY REVIEW","OXFORD LITERARY REV","0305-1498","1757-1634","PHILOSOPHY - AHCI","122","<0.1","N/A","0.5","0"%,
"Rhizomata-A Journal for Ancient Philosophy and Science","RHIZOMATA","2196-5102","2196-5110","PHILOSOPHY - ESCI","22","<0.1","N/A","0.29","7.41"%,
"Empedocles-European Journal for the Philosophy of Communication","EMPEDOCLES","1757-1952","1757-1960","PHILOSOPHY - ESCI","24","<0.1","N/A","0.21","0"%,
"Filosofia Unisinos","FILOS UNISINOS","1519-5023","1984-8234","PHILOSOPHY - AHCI","24","<0.1","N/A","0.21","86.6"%,
"FILOZOFSKI VESTNIK","FILOZ VESTN","0353-4510","1581-1239","PHILOSOPHY - AHCI","44","<0.1","N/A","0.15","44.44"%,
"Beytulhikme-An International Journal of Philosophy","BEYTULHIKME","1303-8303","1303-8303","PHILOSOPHY - ESCI","23","<0.1","N/A","0.12","0"%,
"Espiritu","ESPIRITU","0014-0716","0014-0716","PHILOSOPHY - ESCI","31","<0.1","N/A","0.12","0"%,
"Philosophiques","PHILOSOPHIQUES","0316-2923","1492-1391","PHILOSOPHY - ESCI","33","<0.1","N/A","0.12","0"%,
"Teoria-Rivista di Filosofia","TEORIA","1122-1259","N/A","PHILOSOPHY - AHCI","25","<0.1","N/A","0.11","0"%,
"LAVAL THEOLOGIQUE ET PHILOSOPHIQUE","LAVAL THEOL PHILOS","0023-9054","1703-8804","PHILOSOPHY - AHCI","55","<0.1","N/A","0.1","0"%,
"Revue Roumaine de Philosophie","REV ROUM PHILOS","1220-5400","N/A","PHILOSOPHY - AHCI","13","<0.1","N/A","0.09","0"%,
"ANTIQVORVM PHILOSOPHIA-An International journal","ANTIQVORVM PHILOS","1973-5030","1974-4501","PHILOSOPHY - ESCI","10","<0.1","N/A","0.08","0"%,
"Balkan Journal of Philosophy","BALK J PHILOS","1313-888X","2367-5438","PHILOSOPHY - ESCI","24","<0.1","N/A","0.08","0"%,
